title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
New Maharani Parlour,3.5,2791.0,"P7PX+3R4, Akkayyapalem 80 Feet Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 81433 36777,Restaurant,Breakfast restaurant,Vegetarian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Maharani%20Parlour&query_place_id=ChIJ1QUxIS9DOToRML0N7fyqSQ0,Restaurant
Visakha Fast Food & Juice Center,3.9,67.0,"Anuratna Complex, # 47-7-28, Seethammapeta Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 91219 63356,Fast food restaurant,Juice shop,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Visakha%20Fast%20Food%20%26%20Juice%20Center&query_place_id=ChIJgUf3cDtDOToRV7fUiFGI_6s,Fast food restaurant
CHIRU FOOD COURT,2.2,11.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 85198 14190,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CHIRU%20FOOD%20COURT&query_place_id=ChIJg7DJHS9DOToRWlF1AZKEvqk,Restaurant
kpn kitchen/ best resturent in vizag,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=kpn%20kitchen%2F%20best%20resturent%20in%20vizag&query_place_id=ChIJx3uFfNpDOToRyib3gusf6FE,Restaurant
New Satyam Stay Comfort,4.0,3338.0,"Near, Diamond Park Rd",Visakhapatnam,Andhra Pradesh,IN,http://staycomfort.in/,,Biryani restaurant,Chinese restaurant,North Indian restaurant,South Indian restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Satyam%20Stay%20Comfort&query_place_id=ChIJn8n_r1hDOToRzjmPgzDhSAs,Biryani restaurant
Fruit Age,4.1,22.0,"P7GX+WG4, 43-9-153, opposite Rajamundry saree mandir, beside bakers paradise",Visakhapatnam,Andhra Pradesh,IN,,+91 85558 06090,Juice shop,Restaurant,Salad shop,,,,,,,,https://www.google.com/maps/search/?api=1&query=Fruit%20Age&query_place_id=ChIJrW7gN21DOToRTlzHmjPNl6s,Juice shop
The daily delicious restaurant,3.7,173.0,,Visakhapatnam,Andhra Pradesh,IN,http://www.thedailydelious.com/,+91 70321 54777,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20daily%20delicious%20restaurant&query_place_id=ChIJg4_whSxDOToRNQSvemyLiU4,Chinese restaurant
Uncle Peter's Pancakes Vizag,3.1,36.0,"Swarna Bharathi Indoor Stadium Junction, 9-1-78, Resapuvanipalem Rd, opp. HP Petrol Bunk, beside Falak Restaurant",Visakhapatnam,Andhra Pradesh,IN,,+91 70933 79005,Pancake restaurant,Cafe,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Uncle%20Peter's%20Pancakes%20Vizag&query_place_id=ChIJARiJRwBDOToRv9Esfuar4SY,Pancake restaurant
Alkapuri family restaurant,3.4,340.0,"P872+P82, Daba Garden Rd, Saraswathi Jct",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alkapuri%20family%20restaurant&query_place_id=ChIJidHH-K1DOToRwKYukwQNVjo,Family restaurant
Kukku Restaurant,4.2,115.0,"49-43-4-1, Main Rd, near Akkayapalem",Visakhapatnam,Andhra Pradesh,IN,,+91 83744 64794,Restaurant,Indian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kukku%20Restaurant&query_place_id=ChIJsRD0TQBDOToRNpDiAQzPd7g,Restaurant
Brundavan Canteen,3.9,82.0,"31 - 32 - 28, 75 Feet Rd, Near Leelamahal Junction",Visakhapatnam,Andhra Pradesh,IN,,+91 90009 07755,Box lunch supplier,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Brundavan%20Canteen&query_place_id=ChIJQ7I_KRxDOToReszF5TJ9zpg,Box lunch supplier
IRCTC FOOD PLAZA,2.3,45.0,"Railway Station, Platform No.8",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=IRCTC%20FOOD%20PLAZA&query_place_id=ChIJjV73TmhDOToRN8N9ybDXBwI,Indian restaurant
Hotel Morya,3.6,1338.0,"Bowdara Rd, near Railway Station",Visakhapatnam,Andhra Pradesh,IN,https://www.hotelmorya.in/,+91 98498 98994,Hotel,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Morya&query_place_id=ChIJXcz-LuBCOToRcuZr64AiByQ,Hotel
MANMOHAN RAJASTHANI BHOJANALAY,4.4,7.0,"Allipuram Market Rd, near Gokul Theater","Yathapeta, Visakhapatnam",Andhra Pradesh,IN,,+91 79801 23613,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MANMOHAN%20RAJASTHANI%20BHOJANALAY&query_place_id=ChIJ9fMzJVRDOToRG36h7O7S-6I,Restaurant
Manasa A/C Restaurant,4.1,342.0,"Near Sangeet & Geeth Theatre, Allipuram Market Rd",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,Indian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Manasa%20A%2FC%20Restaurant&query_place_id=ChIJX9mZLxxDOToR8Dfa86iLp4M,Biryani restaurant
Adnan Hyderabady Restaurant,5.0,1.0,"Morya Hotel, Bowdara Rd, near Railway Station",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Adnan%20Hyderabady%20Restaurant&query_place_id=ChIJl8nPzh9DOToRPnxlfZexZ54,Restaurant
Hotel Royal Rajasthan,4.0,1093.0,"32-1-245, Bowdara Rd, opp. Hotel Ramachander",Visakhapatnam,Andhra Pradesh,IN,,+91 89127 25344,Rajasthani restaurant,Breakfast restaurant,Buffet restaurant,North Indian restaurant,Vegetarian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Royal%20Rajasthan&query_place_id=ChIJOdtKLeBCOToRN2TyFHL_jkI,Rajasthani restaurant
Barbecue City Kabab,4.9,47.0,"32-26-53, Geet Sangeet Theater Road, Near, Dolphin Hotel Jct",Visakhapatnam,Andhra Pradesh,IN,,+91 93961 99699,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Barbecue%20City%20Kabab&query_place_id=ChIJEQVXQhxDOToRM6JbuBKt7RA,Restaurant
Madeena Biryani House,,,"P78V+PC3, Bowdara Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Madeena%20Biryani%20House&query_place_id=ChIJq_daKB5DOToR5SDA85xjxCc,Restaurant
Hotel Jagadamba Rajasthan bhojanalay,4.5,27.0,P79V+423,Visakhapatnam,Andhra Pradesh,IN,,+91 73864 17771,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Jagadamba%20Rajasthan%20bhojanalay&query_place_id=ChIJ____O-BCOToReZHIqUqvaes,Restaurant
Railway Station Food Court,2.9,27.0,P7FV+93R,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Food court,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Railway%20Station%20Food%20Court&query_place_id=ChIJVeL_dt9COToRCjSCFKYJ-NM,Restaurant
Violet Tree - The Kitchen,4.2,6.0,"31-4-79, Amorite street",Visakhapatnam,Andhra Pradesh,IN,,+91 99850 75666,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Violet%20Tree%20-%20The%20Kitchen&query_place_id=ChIJW-7HTLBDOToRsBkPnmU9XoU,Indian restaurant
Bismillah FAST food Restaurant,2.3,8.0,"P79R+4XX, Allipuram Main Rd, Beside Gokul Theater",Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bismillah%20FAST%20food%20Restaurant&query_place_id=ChIJj6rVq1tDOToR63IbFI3qshg,Fast food restaurant
New Bharat Cafe,4.3,28.0,Allipuram Karnala Street Opposite Gokul Theatre,Visakhapatnam,Andhra Pradesh,IN,,+91 95027 20205,Cafe,Breakfast restaurant,Coffee shop,Fast food restaurant,Tea store,Tiffin center,Vegetarian restaurant,,,,https://www.google.com/maps/search/?api=1&query=New%20Bharat%20Cafe&query_place_id=ChIJyxLjJx5DOToR2KjlkYJB7BY,Cafe
Sri Rama Punjabi Dhaba,3.8,39.0,"D.No. 32-1-38/1 Bowdhara Road, Allipuram Market Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 90104 80498,Punjabi restaurant,Dhaba,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Rama%20Punjabi%20Dhaba&query_place_id=ChIJUejCK-BCOToRtz7OYqtPVQY,Punjabi restaurant
Landmark Hotel,3.9,678.0,"31-29-103, Dolphin Hotel Jct, beside Geet Sangeet Theatre",Visakhapatnam,Andhra Pradesh,IN,https://www.hotellandmarkvizag.com/,+91 81254 44489,Hotel,Lodge,Restaurant,Vegetarian restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Landmark%20Hotel&query_place_id=ChIJiWQaMBxDOToRAiu4xxivIig,Hotel
SV GUNTUR MESS,3.7,9.0,near Railway Station,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SV%20GUNTUR%20MESS&query_place_id=ChIJWaWFbQBDOToRlKMvKzmt2_s,Restaurant
Sri New Sai Krishna Mess,3.5,94.0,"P79R+2VW, Allipuram Karnala St, Opposite Hotel Indian Spice",Visakhapatnam,Andhra Pradesh,IN,,+91 98851 07825,Restaurant,Delivery Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20New%20Sai%20Krishna%20Mess&query_place_id=ChIJc8XINeBCOToRrVwDnsqN0OA,Restaurant
Rajasthan Sharma Bhojanalaya,4.1,625.0,"Door Number. 32-1-45/1, Allipuram Karnala St, Beside Gokul Theatre",Visakhapatnam,Andhra Pradesh,IN,,+91 99851 08802,Rajasthani restaurant,North Indian restaurant,Vegetarian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rajasthan%20Sharma%20Bhojanalaya&query_place_id=ChIJCeYxk25DOToR6Jiz9i5dnPg,Rajasthani restaurant
Coach restaurant,2.6,136.0,"P7FR+6F9, Ghhg, Bjyvbb",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Coach%20restaurant&query_place_id=ChIJyzxT0XlDOToReATOYumSeGU,Family restaurant
MEHFIL - MULTI CUISINE RESTAURANT | VIZAG,4.7,390.0,"Door No: 31-32-41/1, DABAGARDENS OPP JYOTHI THEATRE LADIES GATE ALLIPURAM",Visakhapatnam,Andhra Pradesh,IN,https://mehfilrestaurant.org/,+91 63043 26508,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MEHFIL%20-%20MULTI%20CUISINE%20RESTAURANT%20%7C%20VIZAG&query_place_id=ChIJ84_22d1DOToRc7--UGfuzzM,Restaurant
Ambica Mess,3.1,307.0,"P79R+CW8, near railway reservation counter",Visakhapatnam,Andhra Pradesh,IN,,+91 98665 67778,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ambica%20Mess&query_place_id=ChIJxY4hP-BCOToRleCLsF9A21o,Restaurant
Kaalinga Restaurant,3.9,29.0,"Patel Marg, near Railway Station",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kaalinga%20Restaurant&query_place_id=ChIJCRQ9OeBCOToRiUe_JONAVrE,Restaurant
Hotel Nimantran Inn,4.1,1902.0,"P79V+52C Bowdara Road, Brindavan Rd, near Mourya",Visakhapatnam,Andhra Pradesh,IN,,+91 98492 39308,Bengali restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Nimantran%20Inn&query_place_id=ChIJKz8aMeBCOToREYX3cDAm_00,Bengali restaurant
Cloud kitchen,4.5,48.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 63005 53635,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cloud%20kitchen&query_place_id=ChIJMXs2PtVDOToRAp2QhXnkTao,Restaurant
Pawan Rajasthani Restaurant,4.2,131.0,"P79R+4XW, Allipuram Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 95096 13225,Rajasthani restaurant,Vegetarian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pawan%20Rajasthani%20Restaurant&query_place_id=ChIJJ7VHbOlDOToRGLLGTIorhvg,Rajasthani restaurant
Punjabi Dhaba,4.0,65.0,P79P+2RP,Visakhapatnam,Andhra Pradesh,IN,,,Punjabi restaurant,Dhaba,Indian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Punjabi%20Dhaba&query_place_id=ChIJa4PeIudCOToRAjXPrEF2j04,Punjabi restaurant
eats inn,4.5,227.0,P8M4+4VM,Visakhapatnam,Andhra Pradesh,IN,,+91 90592 95727,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=eats%20inn&query_place_id=ChIJy7HrpWpDOToRQ1zII5oYrx4,Restaurant
Indian Family Restaurant,3.9,77.0,"Hotel Ramchandra Complex, Allipuram Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 891 663 7444,Restaurant,Breakfast restaurant,Indian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Indian%20Family%20Restaurant&query_place_id=ChIJkbSoN-BCOToRCfeYomgwkKQ,Restaurant
NAMMI’S FOOD JUNCTION,5.0,1.0,"33-14-5, Allipuram Market Rd",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,Biryani restaurant,Fast food restaurant,Delivery Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=NAMMI%E2%80%99S%20FOOD%20JUNCTION&query_place_id=ChIJmdgrKABDOToR3Qp6_nfXMiM,Family restaurant
Hotel New Ganesh,3.5,127.0,"P78V+JC2, Alliporam, Allipuram Karnala St",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,Hotel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20New%20Ganesh&query_place_id=ChIJB4d4Jx5DOToRawlL13SeSac,Family restaurant
New Mumbai Punjabi Dhaba,3.8,255.0,"P79V+288, Waltair Station Approach Rd, Beside Morya Hotel",Visakhapatnam,Andhra Pradesh,IN,,+91 97018 33549,Punjabi restaurant,Dhaba,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Mumbai%20Punjabi%20Dhaba&query_place_id=ChIJ4akv1eFCOToRQdqRFHT6W5I,Punjabi restaurant
Helapuri Restuarent,2.3,4.0,Bowdara Rd,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Helapuri%20Restuarent&query_place_id=ChIJOad6OsZDOToRQvtyOD9jlDk,Restaurant
DASH PAN SHOP AND TEA STALL,4.7,14.0,"4, Bowdara Rd, opp. SRMT",Visakhapatnam,Andhra Pradesh,IN,,+91 97778 93012,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DASH%20PAN%20SHOP%20AND%20TEA%20STALL&query_place_id=ChIJDwp3dtVDOToR00a_5ZMUCKs,Family restaurant
Alhamdulillah hotel,4.4,146.0,"33-14-135, Allipuram Market Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 70136 78242,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alhamdulillah%20hotel&query_place_id=ChIJexMWJABDOToRw9M2nPdkyZU,Family restaurant
Patnam House,4.8,84.0,"Harbour Park Rd, opposite Ramakrishna Mission Aasharam RK Beach",Visakhapatnam,Andhra Pradesh,IN,http://www.patnamhouse.com/,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Patnam%20House&query_place_id=ChIJXfMtV3JDOToR2qLqajfZyqI,Restaurant
Arabian Knights Daba Gardens,4.1,1934.0,"3rd floor, Opp Bata showroom, above Aptronix",Visakhapatnam,Andhra Pradesh,IN,http://www.arabianknights.co.in/,+91 98569 93993,Middle Eastern restaurant,Restaurant,South Indian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Arabian%20Knights%20Daba%20Gardens&query_place_id=ChIJPbpU_p1DOToR2b7GjJ540ME,Middle Eastern restaurant
Rebel Star Prabhas Gari Taluka Food Court,5.0,17.0,"P862+XC5, Chitralaya Rd",Visakhapatnam,Andhra Pradesh,IN,,,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rebel%20Star%20Prabhas%20Gari%20Taluka%20Food%20Court&query_place_id=ChIJUSTAVQBDOToRjqxTA5X_TYg,Chinese restaurant
AMNS Employees Canteen,3.7,3.0,"P79F+P82, Port Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=AMNS%20Employees%20Canteen&query_place_id=ChIJf0_pKixDOToRCdalFbqDqcw,Restaurant
PM's Food Garage,4.9,40.0,"P878+23V, Nowroji Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 63046 64901,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=PM's%20Food%20Garage&query_place_id=ChIJ2WPrMgBDOToRtBnclRIuDrU,Restaurant
Lazeez Pista Haleem Point,3.9,1039.0,"Founta Plaza, Jothee Theatre Rd",Visakhapatnam,Andhra Pradesh,IN,http://www.sisyp.com/dir/vizag/haleem/lazeez-pista-haleem-point/,+91 98486 52554,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lazeez%20Pista%20Haleem%20Point&query_place_id=ChIJP0tEcxxDOToRH400-XnEe8M,Fast food restaurant
Dosa Mahal,4.8,19.0,"Panduranga Swamy Temple Rd, opposite Officers Club, near Military Hotel",Visakhapatnam,Andhra Pradesh,IN,,+91 6284 027 849,South Indian restaurant,Indian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dosa%20Mahal&query_place_id=ChIJW-LeHwBDOToRLXvrFVRFsxI,South Indian restaurant
Radisa,4.6,137.0,"Rs, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,https://www.instagram.com/radisacafe.vizag?igsh=OW0xNmpwcm14Nmxj,+91 95508 66999,Restaurant,Bakery,Cafe,Chocolate cafe,Coffee shop,Dessert shop,Pastry shop,South Indian restaurant,,,https://www.google.com/maps/search/?api=1&query=Radisa&query_place_id=ChIJUSZ2Hs9DOToRUMjH91MjgD0,Restaurant
Marcopolo Lounge Bar,4.6,278.0,Beach Rd,Visakhapatnam,Andhra Pradesh,IN,https://www.itchotels.in/hotels/visakhapatnam/welcomhotelgrandbay/dining/marcopolo-lounge-bar.html?utm_source=google&utm_medium=organic%20Search&utm_term=welcomhotelgrandbay%20Restaurants&utm_campaign=listing,+91 63097 16262,Restaurant,Bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Marcopolo%20Lounge%20Bar&query_place_id=ChIJFfxLHhNDOToRncl2MvnH6lQ,Restaurant
Gravity Roof Top,4.8,10.0,P8G3+G9Q bajal electronics,Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gravity%20Roof%20Top&query_place_id=ChIJKZxvyp9DOToRmiqHBLQ9Buo,Fast food restaurant
"Domino's Pizza | Ram Nagar, Visakhapatnam",3.9,3903.0,"Shop no 03 and 04, Landmark Building, Sampath Vinayaka Temple Rd",Visakhapatnam,Andhra Pradesh,IN,https://www.dominos.co.in/store-locations/vishakhapatnam/the-landmark-building-vizag?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,+91 1800 208 1234,Pizza restaurant,Italian restaurant,Pizza delivery,Pizza Takeout,Restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza%20%7C%20Ram%20Nagar%2C%20Visakhapatnam&query_place_id=ChIJD_VTYz9DOToRZk6dXOPiSZk,Pizza restaurant
BREW N CUE - A CONTINENTAL BISTRO,4.4,188.0,"DOOR NO:11-9, SAI SAGAR SAUDHA,FIRST FLOOR,PLOT NO 53, 37/1",Visakhapatnam,Andhra Pradesh,IN,,+91 90309 26699,Continental restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BREW%20N%20CUE%20-%20A%20CONTINENTAL%20BISTRO&query_place_id=ChIJhTI3vy5DOToRgt2bFwirQEM,Continental restaurant
My Kup,4.9,14.0,"P8G8+GGG, VIP Rd, opp. vizag central",Visakhapatnam,Andhra Pradesh,IN,,,Cafe,Food court,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=My%20Kup&query_place_id=ChIJ42dO-0BDOToRQ8Viiq2RLoM,Cafe
Raams Kitchen,4.9,15.0,"Shop No, Sri Mukha Comple, 2, 1st Ln",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Raams%20Kitchen&query_place_id=ChIJL1w-hAlDOToRnru6JgoOEik,Restaurant
Kitchen Addiction,4.5,318.0,"3rd floor, Jos Alukkas building, opp. Sampath Vinayaka Temple Road",Visakhapatnam,Andhra Pradesh,IN,https://link.zomato.com/xqzv/rshare?id=60630217305634e1,+91 77027 20401,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kitchen%20Addiction&query_place_id=ChIJcwWJuv1DOToRYZSZ8-v61UI,Restaurant
Vaani Veg Kitchen,,,"Suguna Sadan, 30-13-8, Madhava Road, Junction, Leelamahal Rd",Visakhapatnam,Andhra Pradesh,IN,,,Vegetarian restaurant,Box lunch supplier,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vaani%20Veg%20Kitchen&query_place_id=ChIJZ2H5CvNDOToRgy2vU1V1tK0,Vegetarian restaurant
Cafooze restro cafe,4.3,716.0,near to officers club,Visakhapatnam,Andhra Pradesh,IN,,+91 77998 88969,Coffee shop,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafooze%20restro%20cafe&query_place_id=ChIJHwwoIKpDOToRhs15WFv4GH0,Coffee shop
Bhanu Tiffin Center,4.4,24.0,"18-9/32/1, Lakshmi St, Leelamahal Up Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Breakfast restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bhanu%20Tiffin%20Center&query_place_id=ChIJo88hChxDOToRN2WP6GTMVDM,Restaurant
KB Cafe (Jupiter Fine Dinning),4.0,120.0,P885+R8M,Visakhapatnam,Andhra Pradesh,IN,http://www.kasibhattas.com/,+91 93923 22192,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KB%20Cafe%20(Jupiter%20Fine%20Dinning)&query_place_id=ChIJu4HHJ8JDOToRrx-VLALjUMM,Restaurant
K B Food court,3.9,129.0,P873+VF6,Visakhapatnam,Andhra Pradesh,IN,,+91 87905 08264,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=K%20B%20Food%20court&query_place_id=ChIJERa3CX5DOToRJbSG20vkpkI,Fast food restaurant
Take Away Tiffin Centre,4.2,30.0,"D.No.30-15-112, Ground Floor Sri Sai Gupta Plaza, Main Rd, beside woodland showroom",Visakhapatnam,Andhra Pradesh,IN,,,Breakfast restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Take%20Away%20Tiffin%20Centre&query_place_id=ChIJKY6ZTAdDOToRKrPHqX6PRKg,Breakfast restaurant
SKL RAMESH VANTASALA,4.8,11.0,"29-252/1, Jail Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 80967 23178,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SKL%20RAMESH%20VANTASALA&query_place_id=ChIJEaWFpAZDOToRQSw8RgNuTHU,Restaurant
Shifa Vizag Bites,4.3,6.0,"31-33-103, Leelamahal Up Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shifa%20Vizag%20Bites&query_place_id=ChIJmxy5cgBDOToRjShbL1FjNH0,Restaurant
Mana Vizag Biryani,4.0,10.0,"10-5-4A, Ram Nagar Rd",Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mana%20Vizag%20Biryani&query_place_id=ChIJ24SAFABDOToRPcxR41B8MwM,Fast food restaurant
Rice Bowl,3.3,18.0,"1st Floor, Vinayagar Kosala, D.No. 10-1-14, Travellors Bungalow Road",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rice%20Bowl&query_place_id=ChIJJ6Y9mYxDOToRRyrrGmNI6e8,Restaurant
Baby Parlour,3.6,123.0,"Vud aComplex, 45, Waltair Club Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 99152 58891,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Baby%20Parlour&query_place_id=ChIJ66T910FDOToRt9UunPUqc_A,Fast food restaurant
HARE KRISHNA RESTAURANT,3.1,8.0,Apollo Hospitals,Visakhapatnam,Andhra Pradesh,IN,,+91 99855 88201,Food court,South Indian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HARE%20KRISHNA%20RESTAURANT&query_place_id=ChIJ0eSxPgBDOToR2Ke5lIVzJMQ,Food court
Durga Restaurant & Bar,3.6,85.0,"P8F5+W7J, Waltair Station Approach Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 99854 01231,Bar,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Durga%20Restaurant%20%26%20Bar&query_place_id=ChIJJ8mxDDtDOToRk6BILmlopGc,Bar
FoodEx,4.2,5471.0,"Block A, P8C9+R85 Vuda Complex, Chinna Waltair Main Rd, behind HSBC",Visakhapatnam,Andhra Pradesh,IN,https://foodexvizag.com/,+91 89127 02552,Bakery,Fast food restaurant,Patisserie,Pizza restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=FoodEx&query_place_id=ChIJVb3_37FpOToRu_H5e3ASlk0,Bakery
Blazed Pizza,4.0,12.0,"Ramnagar, opposite Omni RK Hospitals",Visakhapatnam,Andhra Pradesh,IN,https://cloud9kitchens.dotpe.in/store/1/delivery,+91 93918 85766,Italian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Blazed%20Pizza&query_place_id=ChIJxTA-8LxFOToRlk50VbMrO_o,Italian restaurant
Kumar kitchen,5.0,10.0,9-22-3,Visakhapatnam,Andhra Pradesh,IN,https://www.instagram.com/kumarkitchen.in,+91 93918 77974,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kumar%20kitchen&query_place_id=ChIJ3_XBTh9DOToRXl82OjKtHi4,Restaurant
K V Restaurant,3.4,61.0,Chitralaya Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 90522 21431,Vegetarian restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=K%20V%20Restaurant&query_place_id=ChIJj7ttrxtDOToRXk6T5tfJEQI,Vegetarian restaurant
