route_id,source_area,museum_name,museum_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
238,Arilova,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,222A,City Ordinary,Arilova → Hanumanthuwaka → MVP Colony → Maddilapalem → Jagadamba → RK Beach,9.9,30 min,Rs.19,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 222A from Arilova bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
239,Beach Road,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28BR,City Ordinary,Beach Road → YMCA Junction → Siripuram → CMR Circle → RK Beach,1.8,5 min,Rs.12,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28BR from Beach Road bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
240,Kailasagiri,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,52,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Beach Road → RK Beach,2.2,7 min,Rs.12,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 52 from Kailasagiri bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
241,Gajuwaka,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,28C,City Ordinary,Gajuwaka → Steel Plant → NAD Junction → Jagadamba → Asilmetta → Waltair,19.8,59 min,Rs.33,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 28C from Gajuwaka towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
242,Kommadi,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,222D,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Siripuram → Waltair,17.1,51 min,Rs.29,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 222D from Kommadi towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
243,Madhurawada,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,222D,City Ordinary,Madhurawada → Arilova → MVP Colony → Siripuram → Asilmetta → Waltair,17.0,51 min,Rs.29,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 222D from Madhurawada towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
244,PM Palem,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,222G,City Ordinary,PM Palem → Kommadi → Madhurawada → MVP Colony → Siripuram → Waltair,17.7,53 min,Rs.30,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 222G from PM Palem towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
245,MVP Colony,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,99D,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → Asilmetta → Waltair,6.0,18 min,Rs.13,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 99D from MVP Colony towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
246,Siripuram,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,28S,City Ordinary,Siripuram → Jagadamba → Asilmetta → Waltair Junction,3.0,9 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 28S from Siripuram towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
247,Dwaraka Nagar,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5C,City Ordinary,Dwaraka Nagar → Jagadamba → Asilmetta → Waltair Junction,2.5,8 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5C from Dwaraka Nagar towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
248,Maddilapalem,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,99C,City Ordinary,Maddilapalem → Seethammadhara → Jagadamba → Asilmetta → Waltair,7.5,22 min,Rs.16,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 99C from Maddilapalem towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
249,NAD Junction,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,99D,City Ordinary,NAD Junction → Seethammadhara → Jagadamba → Asilmetta → Waltair,3.2,10 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 99D from NAD Junction towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
250,Seethammadhara,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,14C,City Ordinary,Seethammadhara → Jagadamba → Asilmetta → Waltair Junction,5.9,18 min,Rs.13,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 14C from Seethammadhara towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
251,Jagadamba,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5C,City Ordinary,Jagadamba → Asilmetta → Waltair Junction,5.5,16 min,Rs.13,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5C from Jagadamba towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
252,Asilmetta,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5C,City Ordinary,Asilmetta → Waltair Junction → Andhra University,6.0,18 min,Rs.13,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5C from Asilmetta towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
253,Railway Station,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5C,City Ordinary,Railway Station → RTC Complex → Jagadamba → Asilmetta → Waltair,5.2,16 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5C from Railway Station towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
254,RTC Complex,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5C,City Ordinary,RTC Complex → Jagadamba → Asilmetta → Waltair,4.2,13 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5C from RTC Complex towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
255,Airport,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,28APC,City Ordinary,Airport → Gajuwaka → NAD Junction → Jagadamba → Asilmetta → Waltair,19.3,58 min,Rs.32,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 28APC from Airport towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
256,Pendurthi,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,58C,City Ordinary,Pendurthi → Kurmannapalem → NAD Junction → Jagadamba → Asilmetta → Waltair,15.4,46 min,Rs.27,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 58C from Pendurthi towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
257,Gopalapatnam,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,58C,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Asilmetta → Waltair,10.2,31 min,Rs.19,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 58C from Gopalapatnam towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
258,Kurmannapalem,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,58C,City Ordinary,Kurmannapalem → NAD Junction → Jagadamba → Asilmetta → Waltair,17.3,52 min,Rs.29,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 58C from Kurmannapalem towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
259,Auto Nagar,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,28C,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Jagadamba → Asilmetta → Waltair,12.0,36 min,Rs.22,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 28C from Auto Nagar towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
260,Steel Plant,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,28K,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Asilmetta → Waltair,16.4,49 min,Rs.28,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 28K from Steel Plant towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
261,Scindia,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,28SC,City Ordinary,Scindia → One Town → Jagadamba → Asilmetta → Waltair,17.3,52 min,Rs.29,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 28SC from Scindia towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
262,One Town,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,400A,City Ordinary,One Town → Jagadamba → Asilmetta → Waltair Junction,5.9,18 min,Rs.13,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 400A from One Town towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
263,Poorna Market,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5PM,City Ordinary,Poorna Market → Jagadamba → Asilmetta → Waltair Junction,5.6,17 min,Rs.13,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5PM from Poorna Market towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
264,RK Beach,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5RK,City Ordinary,RK Beach → Siripuram → Jagadamba → Asilmetta → Waltair,2.9,9 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5RK from RK Beach towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
265,Rushikonda,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,52D,City Ordinary,Rushikonda → Waltair → Andhra University → Asilmetta,4.4,13 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 52D from Rushikonda towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
266,Lawson's Bay,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,52C,City Ordinary,Lawson's Bay → Waltair Junction → Andhra University,3.9,12 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 52C from Lawson's Bay towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
267,Hanumanthuwaka,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,300H,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Siripuram → Asilmetta → Waltair,12.5,38 min,Rs.22,5:30 AM,10:30 PM,15,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 300H from Hanumanthuwaka towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
268,Arilova,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,14ARC,City Ordinary,Arilova → MVP Colony → Siripuram → Asilmetta → Waltair,15.9,48 min,Rs.27,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 14ARC from Arilova towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
269,Beach Road,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,5BRW,City Ordinary,Beach Road → Waltair Junction → Andhra University,3.0,9 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 5BRW from Beach Road towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
270,Kailasagiri,Andhra University Botany Museum,Waltair,Andhra University / Waltair Junction,52KW,City Ordinary,Kailasagiri → Waltair Junction → Andhra University,4.8,14 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Moderate - Waltair Junction well-connected; short walk on campus,Take APSRTC bus 52KW from Kailasagiri towards Waltair/Asilmetta. Alight at Andhra University / Waltair Junction near Andhra University Botany Museum.
271,Gajuwaka,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,28B,City Ordinary,Gajuwaka → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RTC Complex,14.4,43 min,Rs.25,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 28B from Gajuwaka towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
272,Kommadi,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,223,City Ordinary,Kommadi → Madhurawada → Hanumanthuwaka → Arilova → NAD Junction → RTC Complex,12.1,36 min,Rs.22,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 223 from Kommadi towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
273,Madhurawada,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,222B,City Ordinary,Madhurawada → Hanumanthuwaka → Arilova → NAD Junction → Seethammadhara → RTC Complex,9.8,29 min,Rs.19,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 222B from Madhurawada towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
274,PM Palem,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,300,City Ordinary,PM Palem → Kommadi → Madhurawada → Hanumanthuwaka → NAD Junction → RTC Complex,16.4,49 min,Rs.28,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 300 from PM Palem towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
275,MVP Colony,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,99B,City Ordinary,MVP Colony → Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → RTC Complex,5.1,15 min,Rs.12,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 99B from MVP Colony towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
276,Siripuram,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,400,City Ordinary,Siripuram → Jagadamba → Asilmetta → RTC Complex,1.6,5 min,Rs.12,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 400 from Siripuram towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
277,Dwaraka Nagar,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,5,City Ordinary,Dwaraka Nagar → Jagadamba → Asilmetta → RTC Complex,1.3,4 min,Rs.12,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 5 from Dwaraka Nagar towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
278,Maddilapalem,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,99,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → RTC Complex,4.3,13 min,Rs.12,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 99 from Maddilapalem towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
279,NAD Junction,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,28N,City Ordinary,NAD Junction → Seethammadhara → Jagadamba → Asilmetta → RTC Complex,7.4,22 min,Rs.15,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 28N from NAD Junction towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
280,Seethammadhara,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,14,City Ordinary,Seethammadhara → Jagadamba → Asilmetta → RTC Complex,3.8,11 min,Rs.12,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 14 from Seethammadhara towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
281,Jagadamba,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,5,City Ordinary,Jagadamba → Asilmetta → RTC Complex → Railway Station,1.5,4 min,Rs.12,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 5 from Jagadamba towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
282,Asilmetta,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,28,City Ordinary,Asilmetta → Jagadamba → RTC Complex,1.8,5 min,Rs.12,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 28 from Asilmetta towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
283,Railway Station,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,5,City Ordinary,Railway Station → RTC Complex → Jagadamba → Asilmetta,2.6,8 min,Rs.12,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 5 from Railway Station towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
284,RTC Complex,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,14,City Ordinary,RTC Complex → Railway Station → Jagadamba → Asilmetta,2.1,6 min,Rs.12,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 14 from RTC Complex towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
285,Airport,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,999,City Ordinary,Airport → Gajuwaka → Auto Nagar → NAD Junction → Seethammadhara → RTC Complex,13.6,41 min,Rs.24,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 999 from Airport towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
286,Pendurthi,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,58D,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → RTC Complex,9.9,30 min,Rs.19,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 58D from Pendurthi towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
287,Gopalapatnam,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,58,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Seethammadhara → RTC Complex,9.9,30 min,Rs.19,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 58 from Gopalapatnam towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
288,Kurmannapalem,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,59B,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → RTC Complex,12.6,38 min,Rs.23,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 59B from Kurmannapalem towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
289,Auto Nagar,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,999,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → RTC Complex,12.0,36 min,Rs.22,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 999 from Auto Nagar towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
290,Steel Plant,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,28B,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Seethammadhara → RTC Complex,14.2,43 min,Rs.25,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 28B from Steel Plant towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
291,Scindia,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,5SC,City Ordinary,Scindia → One Town → Poorna Market → Jagadamba → RTC Complex,11.5,34 min,Rs.21,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 5SC from Scindia towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
292,One Town,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,400,City Ordinary,One Town → Poorna Market → Jagadamba → RTC Complex,2.5,8 min,Rs.12,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 400 from One Town towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
293,Poorna Market,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,28,City Ordinary,Poorna Market → Jagadamba → Asilmetta → RTC Complex,1.7,5 min,Rs.12,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 28 from Poorna Market towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
294,RK Beach,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,400,City Ordinary,RK Beach → Siripuram → Jagadamba → Asilmetta → RTC Complex,3.3,10 min,Rs.12,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 400 from RK Beach towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
295,Rushikonda,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,52A,City Ordinary,Rushikonda → Lawson's Bay → Siripuram → Jagadamba → RTC Complex,6.8,20 min,Rs.15,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 52A from Rushikonda towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
296,Lawson's Bay,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,52B,City Ordinary,Lawson's Bay → Waltair → Jagadamba → Asilmetta → RTC Complex,7.9,24 min,Rs.16,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 52B from Lawson's Bay towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
297,Hanumanthuwaka,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,222,City Ordinary,Hanumanthuwaka → Arilova → NAD Junction → Seethammadhara → RTC Complex,11.4,34 min,Rs.21,5:30 AM,10:30 PM,10,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 222 from Hanumanthuwaka towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
298,Arilova,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,222,City Ordinary,Arilova → Hanumanthuwaka → NAD Junction → Seethammadhara → RTC Complex,15.2,46 min,Rs.26,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 222 from Arilova towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
299,Beach Road,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,5,City Ordinary,Beach Road → Siripuram → Jagadamba → Asilmetta → RTC Complex,5.4,16 min,Rs.13,5:30 AM,10:30 PM,20,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 5 from Beach Road towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
300,Kailasagiri,Eastern Art Museum,Asilmetta,Asilmetta Junction Bus Stop,52B,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Jagadamba → RTC Complex,7.9,24 min,Rs.16,5:30 AM,10:30 PM,15,0.5,Moderate - Asilmetta area; multiple buses pass nearby,Board APSRTC bus 52B from Kailasagiri towards RTC Complex/Jagadamba. Alight at Asilmetta Junction Bus Stop for Eastern Art Museum.
301,Gajuwaka,Victory at Sea War Memorial,RK Beach,RK Beach Bus Stop,28K,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,19.6,59 min,Rs.32,5:30 AM,10:30 PM,20,0.2,Yes - RK Beach stop; very easy access,Board APSRTC bus 28K from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at RK Beach Bus Stop for Victory at Sea War Memorial. RK Beach area.
302,Kommadi,Victory at Sea War Memorial,RK Beach,RK Beach Bus Stop,222D,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,14.0,42 min,Rs.25,5:30 AM,10:30 PM,20,0.2,Yes - RK Beach stop; very easy access,Board APSRTC bus 222D from Kommadi bus stop towards RK Beach/Beach Road. Alight at RK Beach Bus Stop for Victory at Sea War Memorial. RK Beach area.
303,Madhurawada,Victory at Sea War Memorial,RK Beach,RK Beach Bus Stop,222A,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,16.8,50 min,Rs.29,5:30 AM,10:30 PM,15,0.2,Yes - RK Beach stop; very easy access,Board APSRTC bus 222A from Madhurawada bus stop towards RK Beach/Beach Road. Alight at RK Beach Bus Stop for Victory at Sea War Memorial. RK Beach area.
