trip_id,source_area,theater_name,theater_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TR00065,Gajuwaka,Vijaya Theatre Gajuwaka,Gajuwaka,0.0,5-15 mins,Rs.25-55,Rs.30-70,Rs.60-120,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Gajuwaka to Vijaya Theatre Gajuwaka in Gajuwaka. Distance approx 0.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00066,Gajuwaka,Padmavathi Theatre NAD,NAD Junction,6.5,15-25 mins,Rs.77-107,Rs.108-148,Rs.157-217,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Gajuwaka to Padmavathi Theatre NAD in NAD Junction. Distance approx 6.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00067,Gajuwaka,Swathi Theatre NAD,NAD Junction,6.5,15-25 mins,Rs.77-107,Rs.108-148,Rs.157-217,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Gajuwaka to Swathi Theatre NAD in NAD Junction. Distance approx 6.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00068,Gajuwaka,Bharathi Theatre Old Town,Old Town,11.2,26-36 mins,Rs.114-144,Rs.164-204,Rs.228-288,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Gajuwaka to Bharathi Theatre Old Town in Old Town. Distance approx 11.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00069,Gajuwaka,Navabharat Theatre Old Town,Old Town,11.2,26-36 mins,Rs.114-144,Rs.164-204,Rs.228-288,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Gajuwaka to Navabharat Theatre Old Town in Old Town. Distance approx 11.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00070,Gajuwaka,Sri Krishna Theatre Seethammadhara,Seethammadhara,15.7,37-47 mins,Rs.150-180,Rs.218-258,Rs.295-355,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Gajuwaka to Sri Krishna Theatre Seethammadhara in Seethammadhara. Distance approx 15.7 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00071,Gajuwaka,Sailaja Theatre MVP Colony,MVP Colony,13.3,31-41 mins,Rs.131-161,Rs.189-229,Rs.259-319,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Gajuwaka to Sailaja Theatre MVP Colony in MVP Colony. Distance approx 13.3 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00072,Gajuwaka,Satyam Theatre Dwaraka Nagar,Dwaraka Nagar,12.8,30-40 mins,Rs.127-157,Rs.183-223,Rs.252-312,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Gajuwaka to Satyam Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 12.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00073,Gajuwaka,Madhuri Theatre Akkayyapalem,Akkayyapalem,16.4,39-49 mins,Rs.156-186,Rs.226-266,Rs.306-366,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Gajuwaka to Madhuri Theatre Akkayyapalem in Akkayyapalem. Distance approx 16.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00074,Gajuwaka,Jagdish Theatre Pendurthi,Pendurthi,21.2,50-60 mins,Rs.194-224,Rs.284-324,Rs.378-438,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Pendurthi Market, Pendurthi Circle",Travel from Gajuwaka to Jagdish Theatre Pendurthi in Pendurthi. Distance approx 21.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00075,Gajuwaka,Sri Sai Ram Theatre Anakapalli Road,Anakapalli Road,14.9,35-45 mins,Rs.144-174,Rs.208-248,Rs.283-343,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Anakapalli Road Main Road, Visakhapatnam",Travel from Gajuwaka to Sri Sai Ram Theatre Anakapalli Road in Anakapalli Road. Distance approx 14.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00076,Gajuwaka,Triveni Theatre Visakhapatnam,Jagadamba Junction,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Gajuwaka to Triveni Theatre Visakhapatnam in Jagadamba Junction. Distance approx 12.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00077,Gajuwaka,Sri Ram Theatre Waltair,Waltair,17.8,42-52 mins,Rs.167-197,Rs.243-283,Rs.327-387,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Club, AU Campus, Waltair Junction",Travel from Gajuwaka to Sri Ram Theatre Waltair in Waltair. Distance approx 17.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00078,Gajuwaka,Padma Theatre Visakhapatnam,Asilmetta,14.7,35-45 mins,Rs.142-172,Rs.206-246,Rs.280-340,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Asilmetta Junction, Chitralaya Mall",Travel from Gajuwaka to Padma Theatre Visakhapatnam in Asilmetta. Distance approx 14.7 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00079,Gajuwaka,Geeta Theatre Visakhapatnam,Daba Gardens,15.2,36-46 mins,Rs.146-176,Rs.212-252,Rs.288-348,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Daba Gardens Main Road, Visakhapatnam",Travel from Gajuwaka to Geeta Theatre Visakhapatnam in Daba Gardens. Distance approx 15.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00080,Gajuwaka,New Roopa Theatre,Jagadamba Junction,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Gajuwaka to New Roopa Theatre in Jagadamba Junction. Distance approx 12.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00081,Gajuwaka,Annapurna Theatre,Visakhapatnam City,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Gajuwaka to Annapurna Theatre in Visakhapatnam City. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00082,Gajuwaka,Santosh Theatre Dwaraka Nagar,Dwaraka Nagar,12.8,30-40 mins,Rs.127-157,Rs.183-223,Rs.252-312,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Gajuwaka to Santosh Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 12.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00083,Gajuwaka,Vijetha Theatre,Akkayyapalem,16.4,39-49 mins,Rs.156-186,Rs.226-266,Rs.306-366,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Gajuwaka to Vijetha Theatre in Akkayyapalem. Distance approx 16.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00084,Gajuwaka,Sri Rama Talkies Simhachalam,Simhachalam,12.1,29-39 mins,Rs.121-151,Rs.175-215,Rs.241-301,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Sri Rama Talkies Simhachalam in Simhachalam. Distance approx 12.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00085,Gajuwaka,Bharath Theatre RTC Complex,RTC Complex,12.2,29-39 mins,Rs.122-152,Rs.176-216,Rs.243-303,High,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Gajuwaka to Bharath Theatre RTC Complex in RTC Complex. Distance approx 12.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00086,Gajuwaka,Sri Devi Theatre,Visakhapatnam City,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Gajuwaka to Sri Devi Theatre in Visakhapatnam City. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00087,Gajuwaka,Balaji Theatre Maddilapalem,Maddilapalem,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Gajuwaka to Balaji Theatre Maddilapalem in Maddilapalem. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00088,Gajuwaka,Mukthi Theatre Seethammadhara,Seethammadhara,15.7,37-47 mins,Rs.150-180,Rs.218-258,Rs.295-355,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Gajuwaka to Mukthi Theatre Seethammadhara in Seethammadhara. Distance approx 15.7 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00089,Gajuwaka,Sri Tirumala Theatre,Visakhapatnam City,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Gajuwaka to Sri Tirumala Theatre in Visakhapatnam City. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00090,Gajuwaka,New Pallavi Theatre,Visakhapatnam City,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Gajuwaka to New Pallavi Theatre in Visakhapatnam City. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00091,Gajuwaka,Kalyan Theatre,Visakhapatnam City,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Gajuwaka to Kalyan Theatre in Visakhapatnam City. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00092,Gajuwaka,Roshan Theatre Beach Road,Beach Road,18.0,43-53 mins,Rs.169-199,Rs.246-286,Rs.330-390,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Gajuwaka to Roshan Theatre Beach Road in Beach Road. Distance approx 18.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00093,Gajuwaka,STBL Cine World,NH16,2.7,6-16 mins,Rs.46-76,Rs.62-102,Rs.100-160,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NH16 Main Road, Visakhapatnam",Travel from Gajuwaka to STBL Cine World in NH16. Distance approx 2.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00094,Gajuwaka,Red Carpet Vizag,Waltair,17.8,42-52 mins,Rs.167-197,Rs.243-283,Rs.327-387,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Club, AU Campus, Waltair Junction",Travel from Gajuwaka to Red Carpet Vizag in Waltair. Distance approx 17.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00095,Gajuwaka,Sri Lakshmi Narasimha Theatre,Bapuji Nagar,13.6,32-42 mins,Rs.133-163,Rs.193-233,Rs.264-324,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bapuji Nagar Main Road, Visakhapatnam",Travel from Gajuwaka to Sri Lakshmi Narasimha Theatre in Bapuji Nagar. Distance approx 13.6 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00096,Gajuwaka,SVC Likhita Theatre,Visakhapatnam,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Gajuwaka to SVC Likhita Theatre in Visakhapatnam. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00097,Gajuwaka,Krishna Miniplex Movie Theatre,Visakhapatnam,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Gajuwaka to Krishna Miniplex Movie Theatre in Visakhapatnam. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00098,Gajuwaka,Sharada Theatre,Yellamathota Road,12.6,30-40 mins,Rs.125-155,Rs.181-221,Rs.249-309,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Yellamathota Road Main Road, Visakhapatnam",Travel from Gajuwaka to Sharada Theatre in Yellamathota Road. Distance approx 12.6 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00099,Gajuwaka,Narasimha Theatre Simhachalam,Simhachalam,12.1,29-39 mins,Rs.121-151,Rs.175-215,Rs.241-301,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Narasimha Theatre Simhachalam in Simhachalam. Distance approx 12.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00100,Gajuwaka,Mourya AC DTS Theatre,Gopalapatnam,14.0,33-43 mins,Rs.137-167,Rs.198-238,Rs.270-330,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gopalapatnam Main Road, Visakhapatnam",Travel from Gajuwaka to Mourya AC DTS Theatre in Gopalapatnam. Distance approx 14.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00101,Gajuwaka,Gokul Theater,Rama Chandra Circle,13.3,31-41 mins,Rs.131-161,Rs.189-229,Rs.259-319,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rama Chandra Circle Main Road, Visakhapatnam",Travel from Gajuwaka to Gokul Theater in Rama Chandra Circle. Distance approx 13.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00102,Gajuwaka,AVR Saptagiri Theatre 2K Dolby Atmos,Kothapeta,11.5,27-37 mins,Rs.117-147,Rs.168-208,Rs.232-292,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Kothapeta Main Road, Visakhapatnam",Travel from Gajuwaka to AVR Saptagiri Theatre 2K Dolby Atmos in Kothapeta. Distance approx 11.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00103,Gajuwaka,Srikanthi Theatre,Town Kotha Road,11.8,28-38 mins,Rs.119-149,Rs.171-211,Rs.237-297,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Town Kotha Road Main Road, Visakhapatnam",Travel from Gajuwaka to Srikanthi Theatre in Town Kotha Road. Distance approx 11.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00104,Gajuwaka,STBL Drive-in Theatre,Srikakulam Highway,19.3,46-56 mins,Rs.179-209,Rs.261-301,Rs.349-409,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Srikakulam Highway Main Road, Visakhapatnam",Travel from Gajuwaka to STBL Drive-in Theatre in Srikakulam Highway. Distance approx 19.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00105,Gajuwaka,Ganesh Theatre,Visakhapatnam,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Gajuwaka to Ganesh Theatre in Visakhapatnam. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00106,Gajuwaka,Asian Mukta Cinemas VMR Mall,VMR Central Mall,16.2,38-48 mins,Rs.154-184,Rs.224-264,Rs.303-363,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"VMR Central Mall Main Road, Visakhapatnam",Travel from Gajuwaka to Asian Mukta Cinemas VMR Mall in VMR Central Mall. Distance approx 16.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00107,Gajuwaka,Sri Seetharamayya Cine Complex,Ootagadda,14.4,34-44 mins,Rs.140-170,Rs.202-242,Rs.276-336,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Ootagadda Main Road, Visakhapatnam",Travel from Gajuwaka to Sri Seetharamayya Cine Complex in Ootagadda. Distance approx 14.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00108,Gajuwaka,Raja Cine Max,Mangalapalem,1.6,5-15 mins,Rs.37-67,Rs.49-89,Rs.84-144,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Mangalapalem Main Road, Visakhapatnam",Travel from Gajuwaka to Raja Cine Max in Mangalapalem. Distance approx 1.6 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00109,Gajuwaka,Aruna Picture Palace,Visakhapatnam,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Gajuwaka to Aruna Picture Palace in Visakhapatnam. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00110,Gajuwaka,Cinema Celebrations Mini Theatres,Lawsonsbay,19.8,47-57 mins,Rs.183-213,Rs.267-307,Rs.357-417,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Lawsonsbay Main Road, Visakhapatnam",Travel from Gajuwaka to Cinema Celebrations Mini Theatres in Lawsonsbay. Distance approx 19.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00111,Gajuwaka,SVC Cinemas,Rama Chandra Circle,13.3,31-41 mins,Rs.131-161,Rs.189-229,Rs.259-319,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rama Chandra Circle Main Road, Visakhapatnam",Travel from Gajuwaka to SVC Cinemas in Rama Chandra Circle. Distance approx 13.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00112,Gajuwaka,PVR Cinemas CMR Central,Maddilapalem,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Gajuwaka to PVR Cinemas CMR Central in Maddilapalem. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00113,Gajuwaka,Cinepolis Fun Republic Mall,Siripuram,14.6,35-45 mins,Rs.141-171,Rs.205-245,Rs.279-339,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Fun Republic Mall, Siripuram Junction",Travel from Gajuwaka to Cinepolis Fun Republic Mall in Siripuram. Distance approx 14.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR00114,Gajuwaka,Sarat Sagar Theatre,Jagadamba,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Jagadamba Junction, City Bus Stand",Travel from Gajuwaka to Sarat Sagar Theatre in Jagadamba. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00115,Gajuwaka,Sri Srinivasa Theatre Jagadamba,Jagadamba,12.0,28-38 mins,Rs.121-151,Rs.174-214,Rs.240-300,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Jagadamba Junction, City Bus Stand",Travel from Gajuwaka to Sri Srinivasa Theatre Jagadamba in Jagadamba. Distance approx 12.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00116,Gajuwaka,Sri Rama Talkies RTC Complex,RTC Complex,12.2,29-39 mins,Rs.122-152,Rs.176-216,Rs.243-303,High,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Gajuwaka to Sri Rama Talkies RTC Complex in RTC Complex. Distance approx 12.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
