Hospital_Name,City,State,Specialty,Expected_Budget_INR_Lakhs
Roopa Nursing Home,Gajuwaka,Andhra Pradesh,Nursing home,569.47
Sri Rama Hospital,Gajuwaka,Andhra Pradesh,Hospital,701.44
Sri Surya Hospital,Gajuwaka,Andhra Pradesh,Hospital,673.14
Sri Lakshmi Children Hospital - Sai Medical Stores,Gajuwaka,Andhra Pradesh,Children's hospital,803.37
Sapthagiri Hospital,Gajuwaka,Andhra Pradesh,Hospital,1329.84
Sri Lalitha Piles Clinic,Gajuwaka,Andhra Pradesh,Medical clinic,76.3
Ameya Chest & Heart Care Hospital,Gajuwaka,Andhra Pradesh,Hospital,1407.24
Prime Ortho & Poly Health Clinic - Dr. P.Y. Srinivasa Rao - Consultant Orthopaedic Surgeon In Vizag,Gajuwaka,Andhra Pradesh,Hospital,1576.42
Bhaskara?S Speciality Clinics,Gajuwaka,Andhra Pradesh,Doctor,28.32
Dr Dhanalatha T R,Gajuwaka,Andhra Pradesh,Doctor,67.08
Gsr Chest Clinic,Gajuwaka,Andhra Pradesh,Hospital,895.98
Shri Krishna Orthopaedic Hospital,Gajuwaka,Andhra Pradesh,Hospital,1232.8
Iraj Hospitals,Gajuwaka,Andhra Pradesh,Hospital,1858.0
Dr Kutikuppala Surya Rao Hospital,Visakhapatnam,Andhra Pradesh,Private hospital,4384.41
Dr M J Raju,Gajuwaka,Andhra Pradesh,Doctor,18.31
Greater Visakhapatnam Municipal Corporation Hospital,Visakhapatnam,Andhra Pradesh,Government hospital,808.29
Health Care Diagnostic Centre,Gajuwaka,Andhra Pradesh,Diagnostic center,111.94
Msr Hospital (Satyarao Mbbs;M.D),Visakhapatnam,Andhra Pradesh,Hospital,505.32
Indus Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1656.68
Amma Blood Centre,Gajuwaka,Andhra Pradesh,Blood bank,106.45
Govt.Hospital,m6qm+w6j,Visakhapatnam,General hospital,1376.3
Gajuwaka Home Visit Physiotherapy Centre,Gajuwaka,Andhra Pradesh,Physical therapy clinic,79.3
Heptacare Health,Gajuwaka,Andhra Pradesh,Hospital,1327.52
Sadhvi Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,75.6
Dr. Mangamma Hospital,Visakhapatnam,Andhra Pradesh,Doctor,10.87
Dr G Sushanth,Gajuwaka,Andhra Pradesh,Orthopedic surgeon,46.55
Ameya Heart Scan & Diagnostics,Gajuwaka,Andhra Pradesh,Diagnostic center,269.61
Apple International Dental | Toothsi By Makeo | Pedagantyada,"Visakhapatnam, Gajuwaka",Andhra Pradesh,Dental clinic,137.51
B2Vet Pet Hospital,Gajuwaka,Andhra Pradesh,Veterinarian,177.31
Bhanu Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,128.5
Pitapuram Doctor,Gajuwaka,Andhra Pradesh,Doctor,62.43
Chandamama Medicals,Gajuwaka,Andhra Pradesh,Pharmacy,20.37
Care Medicals & Sri Devi Clinic,Gajuwaka,Andhra Pradesh,Pharmacy,18.92
Navaratnam - Kesava Rao Charitable Health Centre,Gajuwaka,Andhra Pradesh,Hospital,962.39
Visakha Child Care Centre,Gajuwaka,Andhra Pradesh,Hospital,1848.47
Ankitha Hospital,Gajuwaka,Andhra Pradesh,Hospital,1694.18
Sai Geetha Hospital,Gajuwaka,Andhra Pradesh,Hospital,1791.05
Pavan Sai Hospital,Gajuwaka,Andhra Pradesh,Hospital,1848.39
Dr Care Homeopathy - Best Homeopathy Clinic In Gajuwaka,"d. no: 26, 42-3, beside cmr central, opp. domino's pizza",Gajuwaka,+91 73375 57853,86.72
Neeraja Eye Care,Gajuwaka,Andhra Pradesh,Eye care center,72.42
Bhanu Eye Care Centre,Gajuwaka,Andhra Pradesh,Eye care center,47.47
Pavan Orthopedic & Multi Speciality Clinic,Gajuwaka,Andhra Pradesh,Orthopedic clinic,240.63
Sree Vaishnavi Hospital,Gajuwaka,Andhra Pradesh,Hospital,1826.2
Sandhya Sree Nursing Home,Gajuwaka,Andhra Pradesh,Medical Center,232.87
Dr.Chaitanya Vemuri Nephrology @ Rkh,Gajuwaka,Andhra Pradesh,Nephrologist,135.51
Lotus Diagnostics,Gajuwaka,Andhra Pradesh,Diagnostic center,80.18
Pavansai Hospital,Gajuwaka,Andhra Pradesh,Hospital,1894.82
Dr K Siva Kumar,Gajuwaka,Andhra Pradesh,Hospital,1796.91
Parnika Hospitals,Gajuwaka,Andhra Pradesh,Hospital,1964.31
Sri Vijaya Dental Clinic,Gajuwaka,Andhra Pradesh,Dental clinic,125.4
Steel City Physiotherapy Centre Dr. R. B. K Chakravarthy (Senior Physiotherapist),Gajuwaka,Andhra Pradesh,Physical therapy clinic,90.51
Viswanath Dr N,Visakhapatnam,Andhra Pradesh,Doctor,12.23
Dr Naidu B D,Visakhapatnam,Andhra Pradesh,Doctor,76.29
Gajuwaka Sachivalayam,Gajuwaka,Andhra Pradesh,Government office,119.69
Steel City Lab,Gajuwaka,Andhra Pradesh,Laboratory,141.01
Sri Siri Dental Care And Implant Center,Gajuwaka,Andhra Pradesh,Dental clinic,124.29
Gadam Dental Clinic,Gajuwaka,Andhra Pradesh,Dental clinic,132.33
Dr Murthy N A N,Visakhapatnam,Andhra Pradesh,Pediatrician,101.07
Goutham Homoeo Clinic,Gajuwaka,Andhra Pradesh,Hospital,900.21
Sri Sai Santhosh Medicals,Gajuwaka,Andhra Pradesh,Pharmacy,65.12
Nihal Surgical,Gajuwaka,Andhra Pradesh,Pharmacy,17.57
Vaibhav Jewellers - Jewellery Store In Gajuwaka,Gajuwaka,Andhra Pradesh,Jewelry store,265.49
Mahesh Medicals,Gajuwaka,Andhra Pradesh,Pharmacy,70.1
Bharat Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,48.92
Krishna Eye Hospital,Gajuwaka,Andhra Pradesh,Eye care,250.48
Dr Himakar P,Visakhapatnam,Andhra Pradesh,Doctor,51.43
Mee Seva Center,Visakhapatnam,Andhra Pradesh,Internet cafe,112.4
Bhanu Eye Hospital,Gajuwaka,Andhra Pradesh,Hospital,1693.02
Dmart,Gajuwaka,Andhra Pradesh,Grocery store,91.45
Rk Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,23.08
Expert Dental Care,Gajuwaka,Andhra Pradesh,Doctor,27.38
Hridhay Heart Center,Gajuwaka,Andhra Pradesh,Cardiologist,85.8
Siddhardha Medical Center,Gajuwaka,Andhra Pradesh,Private hospital,4457.41
Dr Usha Rani,Gajuwaka,Andhra Pradesh,Hospital,1950.33
Rcb Reading Room Gajuwaka,Gajuwaka,Andhra Pradesh,Studying center,105.36
Sai Vihaan Gastro And Liver Care Centre,Gajuwaka,Andhra Pradesh,Hospital,1462.22
Dr Siva Prasad Reddy G,Visakhapatnam,Andhra Pradesh,Doctor,45.97
New Care Medical,Gajuwaka,Andhra Pradesh,Pharmacy,78.68
Prem Airdrop Mobile Service,Gajuwaka,Andhra Pradesh,Mobile phone repair shop,174.78
Dr Somayajulu M V R J,Visakhapatnam,Andhra Pradesh,Doctor,94.53
Dr Satrughnudu B,Visakhapatnam,Andhra Pradesh,Doctor,20.38
Apollo Pharmacy Kanithi Road-2-Gajuwaka,Gajuwaka,Andhra Pradesh,Pharmacy,77.93
N Technos Cctv Services,Gajuwaka,Andhra Pradesh,Hospital,767.85
Lanco Overseas Hr Consultancy,Visakhapatnam,Andhra Pradesh,Employment consultant,289.88
Mukyamantri Arogya Kendram,m6p8+33f,Gajuwaka,Hospital,898.2
Susrutha Hospital,Gajuwaka,Andhra Pradesh,Hospital,662.6
Hospitals Gastroenterology,"Gajuvaka, Gajuwaka",Andhra Pradesh,Hospital,1151.85
Star Pinnacle Hospitals,m6p9+p9h,Visakhapatnam,Medical diagnostic imaging center,226.71
A M Beach Hospital,Visakhapatnam,Andhra Pradesh,Hospital,970.52
Raghavendra Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1409.31
Swamy Vivekananda Medical Centre,Visakhapatnam,Andhra Pradesh,Hospital,1267.13
Rama Nursing Home,Visakhapatnam,Andhra Pradesh,Hospital,1077.79
Star 9 Hospitals,Gajuwaka,Andhra Pradesh,Hospital,1364.88
Tirumala Lifeline Hospital,Gajuwaka,Andhra Pradesh,Hospital,882.08
Government Primary Health Center,"Visakhapatnam, Gajuwaka",Andhra Pradesh,Hospital,1563.18
Sri Vijaya Multispeciality Clinic,Gajuwaka,Andhra Pradesh,Hospital,502.54
Dr.Mahati Sudhakar,Gajuwaka,Andhra Pradesh,Gynecologist,140.32
Shalini Ayurveda Hospital And Pharmacy,Gajuwaka,Andhra Pradesh,Hospital,1307.68
Esi Dispensary Kurmannapalem,Gajuwaka,Andhra Pradesh,Hospital,1579.14
Sunshine Eye Care,Gajuwaka,Andhra Pradesh,Ophthalmologist,116.45
Aarogya Medical Centre,Gajuwaka,Andhra Pradesh,Medical diagnostic imaging center,211.07
Pearl Vision Eye Hospital,"Visakhapatnam, Gajuwaka",Andhra Pradesh,Eye care center,91.92
Style Union - Kurmannapalem,Gajuwaka,Andhra Pradesh,Clothing store,48.89
Joy Dental Clinic,Gajuwaka,Andhra Pradesh,Dental clinic,106.35
Prime Dental Clinic. Dr Kranthi (Endodontist) Dr Tejaswi (Orthodontist),Gajuwaka,Andhra Pradesh,Dental clinic,62.93
Srinivasa Ayurveda Multi-Speciality Clinic,Gajuwaka,Andhra Pradesh,Ayurvedic clinic,35.4
Dr. Sandeep Maheswara Reddy Kallam - Urologist & Andrologist - Lasers Stone & Stapler Circumcision Expert Surgeon,Gajuwaka,Andhra Pradesh,Urologist,156.44
Rohi Dental Clinic,Gajuwaka,Andhra Pradesh,Dental clinic,113.57
Sri Venkata Priya Medical & General Store,Gajuwaka,Andhra Pradesh,Pharmacy,31.02
Sadhya Rehabilitation Centre,Gajuwaka,Andhra Pradesh,Educational institution,113.51
Happy Dental,Gajuwaka,Andhra Pradesh,Dental clinic,73.09
Dr Naveen Physiotherapy Clinic,Gajuwaka,Andhra Pradesh,Physical therapist,138.65
Vijaya Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,58.44
Sai Sampath Medicals,Gajuwaka,Andhra Pradesh,Pharmacy,18.91
St. Ann'S Jubilee Memorial Hospital - Vizag,Visakhapatnam,Andhra Pradesh,Hospital,1130.67
Akarsh Hospitals | Dr. M.S. Rani - Gynecologist | Gajuwaka,"63-3-39/1, old hp petrol bunk backside, opp. hpcl",Visakhapatnam,+91 98047 99799,283.9
Shree Sai Raj Enclave,Gajuwaka,Andhra Pradesh,Apartment building,212.88
Self Drive Cars Vizag,"Pedagadili, Gajuwaka",Andhra Pradesh,Car leasing service,273.76
38 Bus Stop,Gajuwaka,Andhra Pradesh,Transportation service,196.19
Indian Optical - Essilor Experts,Gajuwaka,Andhra Pradesh,Optician,111.26
Network Solutions,Gajuwaka,Andhra Pradesh,Computer store,177.94
Vadlapudi,Gajuwaka,Andhra Pradesh,Hospital,500.61
S Conventions Function Hall,Gajuwaka,Andhra Pradesh,Banquet hall,107.47
Thandava Medical & General Stores,Gajuwaka,Andhra Pradesh,Pharmacy,40.09
Sri Lakshmi Ganesh Ocean Greens,Gajuwaka,Andhra Pradesh,Apartment building,186.6
Narayana Medical Academy,Gajuwaka,Andhra Pradesh,College,206.77
Inhs Kalyani,Visakhapatnam,Andhra Pradesh,Hospital,1197.48
Lifespring Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1163.24
Pavan Sai Hospital,Visakhapatnam,Andhra Pradesh,Hospital,820.55
Keerthis G K Dental Clinic Vizag,Visakhapatnam,Andhra Pradesh,Dental clinic,81.51
Dr D Rama Ganesh Children Hospital,Visakhapatnam,Andhra Pradesh,Children's hospital,2312.24
St Ann'S Jm Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1694.04
Life Diagnostic & Medical Centre,Visakhapatnam,Andhra Pradesh,Diagnostic center,84.12
Sai Surya Super Speciality Dental Hospital,Visakhapatnam,Andhra Pradesh,Dental clinic,31.02
Prana Health Center,Visakhapatnam,Andhra Pradesh,Laboratory,87.01
Rapha Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1449.41
Hymavathi Nursing Home,Visakhapatnam,Andhra Pradesh,Nursing agency,120.5
Wise Laser Physiotherapy Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1727.64
Vasavi Dental Care,Visakhapatnam,Andhra Pradesh,Dental clinic,117.65
Bharathi Medicals,Visakhapatnam,Andhra Pradesh,Pharmacy,57.1
Sri Surya Super Speciality,Visakhapatnam,Andhra Pradesh,Medical clinic,68.19
Homeo Care Clinic,Visakhapatnam,Andhra Pradesh,Homeopath,11.97
Chandana Dental Clinic,Visakhapatnam,Andhra Pradesh,Dental clinic,23.18
Dr Satya Prasad Valluri,Visakhapatnam,Andhra Pradesh,Doctor,32.04
Dr Komala Devi D,Visakhapatnam,Andhra Pradesh,Hospital,1212.7
Cisf Unit Hpcl Vr,50.0,m6mw+fgr,+91 99512 82311,259.43
Jawahar Nagar Ground,Visakhapatnam,Andhra Pradesh,Playground,49.66
Nawaz Opticals,Visakhapatnam,Andhra Pradesh,Eye care center,100.45
Pet Care,Visakhapatnam,Andhra Pradesh,Veterinarian,200.04
Malkapuram,Visakhapatnam,Andhra Pradesh,Hospital,791.65
Eswar Medicals,Visakhapatnam,Andhra Pradesh,Pharmacy,58.74
Prakash Nagar,m6mv+x4p,Visakhapatnam,Housing society,163.48
E.S.I.C Hospital,Visakhapatnam,Andhra Pradesh,Hospital,865.98
Dr Ahamad Children'S Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1484.09
Port Dispensary,Visakhapatnam,Andhra Pradesh,Hospital,508.32
Sri Radha Krishna Polyclinic,Gajuwaka,Andhra Pradesh,Hospital,1626.45
Dr.B.Radhika,Gajuwaka,Andhra Pradesh,Hospital,1655.07
Dr.P.Satish Babu - Urologist,Gajuwaka,Andhra Pradesh,Hospital,659.88
Sri Lakshmi E. N. T. Clinic,Gajuwaka,Andhra Pradesh,Hospital,1137.72
Dr Narendranadh Meda,Gajuwaka,Andhra Pradesh,Vascular surgeon,77.49
Proposed Esi Hospital,Gajuwaka,Andhra Pradesh,Hospital,1936.95
Gajuwaka Sub Registrar Office,Gajuwaka,Andhra Pradesh,Government office,169.85
Gazuwaka Shilanagar Opposite Kims Hospital Vishakapatnam 530012,Gajuwaka,Andhra Pradesh,Corporate office,43.56
Esic Hospital,"Gopalapatnam (rural), Visakhapatnam",Andhra Pradesh,Hospital,873.8
Department Of Molecular Biology,"# 32-11, 02",Gajuwaka,+91 891 710 0100,259.05
Apex Dental Care And Implant Centre,Gajuwaka,Andhra Pradesh,Dental clinic,79.34
Ion Digital Zone Idz,"p662+p3f, 32-12-329/5&6 venkateswara colony road gopalapatnam rural",Gajuwaka,Educational testing service,246.38
Lse Medical Healthcare Services,Gajuwaka,Andhra Pradesh,Medical Center,350.41
Sheelanagar,Gajuwaka,Andhra Pradesh,Community center,296.73
Dr. Sandeep Maheswara Reddy K - Best Urologist In Visakhapatnam,Gajuwaka,Andhra Pradesh,Urologist,117.3
Apollo 24|7 Lab Test | Blood Test | Near Me | Near K R N Nilayam | Home Collection | Visakhapatnam,Gajuwaka,Andhra Pradesh,Diagnostic center,287.01
Ward Secretariat,Gajuwaka,Andhra Pradesh,Corporate office,270.68
Shifa Dental Clinic,Gajuwaka,Andhra Pradesh,Dentist,52.89
Anuradha Auto Service Centre,Gajuwaka,Andhra Pradesh,Gas station,224.2
Sri Venkateswara Medical & General Stores,Gajuwaka,Andhra Pradesh,Pharmacy,45.33
Msr School Of Nursing,Gajuwaka,Andhra Pradesh,Nursing school,254.25
Dr. Santhosh Kumar Routhu,Gajuwaka,Andhra Pradesh,Pediatrician,74.79
Sheela Nagar Community Center,p58w+f98,Gajuwaka,Community center,272.25
Stbl Drive-In Theatre,Kotta Narava,Andhra Pradesh,Drive-in movie theater,230.79
Maha-Putra Planners - Architects & Interiors,Gajuwaka,Andhra Pradesh,Architect,158.16
Lorven Plaza,Gajuwaka,Andhra Pradesh,Apartment complex,99.98
Haritha Juice Centre,Gajuwaka,Andhra Pradesh,Fruit parlor,96.75
Visakhapatna,Gajuwaka,Andhra Pradesh,Warehouse,202.17
Univare Engineers Pvt Ltd,Gajuwaka,Andhra Pradesh,Water treatment plant,236.77
Srinivasa Hospitals,Gajuwaka,Andhra Pradesh,Hospital,1281.95
Sri Vishnu Sai Saravana Enterprises,Gajuwaka,Andhra Pradesh,Store,199.22
Modern Health Care (Dr Satish Boni),Gajuwaka,Andhra Pradesh,Hospital,911.9
Max Rehabilitation Hospital,Gajuwaka,Andhra Pradesh,Rehabilitation center,104.79
Ved Netralaya - Best Eye Hospital In Gajuwaka | Eye Specialist In Gajuwaka,Gajuwaka,Andhra Pradesh,Hospital,928.59
Dr Tagore,"Visakhapatnam, Gajuwaka",Andhra Pradesh,Surgeon,110.65
Happy Tails Animal Hospital & Pet Spa,Gajuwaka,Andhra Pradesh,Animal hospital,116.32
Vizagh Ent Clinic,Gajuwaka,Andhra Pradesh,Otolaryngologist,175.84
Svas Raju Kakarlapudi,Gajuwaka,Andhra Pradesh,Pediatrician,33.84
Sanjeevani Voluntary Blood Bank,Gajuwaka,Andhra Pradesh,Blood bank,57.75
Perfect 32 Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,110.21
Sri Dhanvanthari Multispeciality Hospital,"Pedagantyada, Gajuwaka",Andhra Pradesh,General hospital,2354.12
Government Veterinary Hospital,Gajuwaka,Andhra Pradesh,Animal hospital,47.34
Nissi Children Home,Gajuwaka,Andhra Pradesh,Non-governmental organization,140.05
Dr Locavarapu Avinash - Pediatrician (Gajuwaka),"Visakhapatnam, Gajuwaka",Andhra Pradesh,Pediatrician,74.26
Sri Venkat Speech & Hearing Clinic,Gajuwaka,Andhra Pradesh,Pharmacy,39.1
Rotary Free Homeo Clinic,Gajuwaka,Andhra Pradesh,Hospital,810.25
Bpl Modern Dental Clinic,Gajuwaka,Andhra Pradesh,Dental clinic,74.62
Grama Sachivalayam,Gajuwaka,Andhra Pradesh,District government office,274.31
Better Life Charitable Trust,Gajuwaka,Andhra Pradesh,Children's home,187.7
Sri Sampath Enclave,Gajuwaka,Andhra Pradesh,Apartment building,217.79
Nidhi'S Dental Care And Implant Centre,Gajuwaka,Andhra Pradesh,Dental clinic,131.38
Nctt Centre For Fire & Safety,Gajuwaka,Andhra Pradesh,Training center,236.71
Evaluate Health,Gajuwaka,Andhra Pradesh,Software company,132.7
Chinagantyada,Gajuwaka,Andhra Pradesh,Hospital,508.84
Chaitanya Nagar,Gajuwaka,Andhra Pradesh,Hospital,1027.64
Gonthinavanipalem,Gajuwaka,Andhra Pradesh,Hospital,1630.21
Dairy Colony,Gajuwaka,Andhra Pradesh,Hospital,1780.17
Arka Health Care,Gajuwaka,Andhra Pradesh,Health consultant,287.43
Behara Hospital | Best Multispecialty Hospital In Vizag,Pullambotlapalem,Andhra Pradesh,Hospital,1128.53
Nad Hospital | Diabetes Specialist In Gopalapatnam | Best Diabetes Hospital In Gopalapatnam,Visakhapatnam,Andhra Pradesh,Hospital,1621.27
Sr Hospitals,Pullambotlapalem,Andhra Pradesh,Hospital,1319.2
Chc,32.0,"q628+xgj, rythu bazar rd",Government hospital,1023.9
Hymavathi Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,830.81
Government Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,829.13
Sarojini Childrens Hospital,Visakhapatnam,Andhra Pradesh,Children's hospital,1428.09
Sri Naidu Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,543.54
Sankar Foundation Eye Hospital,Vepagunta,Andhra Pradesh,Eye care center,87.14
Sms Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1518.71
Simhadri Women & Child Hospital,Vepagunta,Andhra Pradesh,Hospital,1106.48
Suryanarayana Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,747.57
Satyam Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,1201.09
Universal Dental Hospital And Orthodontic Center |Best Dental Hospital In Gopalapatnam | Dental Specialist In Gopalapatnam,Pullambotlapalem,Andhra Pradesh,Dental clinic,36.59
Visakha Pain Spine Centre,Pullambotlapalem,Andhra Pradesh,Private hospital,3489.03
Aadhi Hospital Nad,Visakhapatnam,Andhra Pradesh,Hospital,540.45
Chandu Super Speciality Clinic | Advanced Orthopedic | Gynec & Ivf | Gastro | Liver | Endoscopy,Pullambotlapalem,Andhra Pradesh,Hospital,1091.03
Raghavendra Eye Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,1346.59
Sri Krishna Neuro Centre - Govinda,Visakhapatnam,Andhra Pradesh,General hospital,859.62
Community Health Center Gopalapatnam,Pullambotlapalem,Andhra Pradesh,Medical laboratory,103.56
Simhachalam Rhc,Adavivaram,Andhra Pradesh,Hospital,703.55
S. R. L. Hospital,Vepagunta,Andhra Pradesh,Hospital,1192.55
Svedha Fashions Simhachalam Branch 2,Adavivaram,Andhra Pradesh,Hospital,575.43
Chilukuri Balaji Hospital,Cheemalapalle,Andhra Pradesh,Hospital,1068.66
Yadithya Clinic,Vepagunta,Andhra Pradesh,Medical Center,145.25
S. R. Clinic,Cheemalapalle,Andhra Pradesh,Medical clinic,85.56
Ksr Clinic,Vepagunta,Andhra Pradesh,Hospital,1641.84
Grameena Aarogya Kendram,Adavivaram,Andhra Pradesh,Medical Center,220.61
Sri Apurva Diagnostic Center,Vepagunta,Andhra Pradesh,Diagnostic center,235.52
Dhanvantari Clinics,Adavivaram,Andhra Pradesh,Obstetrician-gynecologist,128.15
Saadhana Physiotherapy & Laser Clinic,Adavivaram,Andhra Pradesh,Physical therapy clinic,40.18
Sri Swasth Health Care & Dental Clinic,Vepagunta,Andhra Pradesh,Medical Center,86.86
Poly Clinic,Vepagunta,Andhra Pradesh,Hospital,529.07
Js Clinics And Diagnostics,Vepagunta,Andhra Pradesh,Hospital,1309.13
Sri Arogya Lakshmi Medicals And Generals,Vepagunta,Andhra Pradesh,Medical Center,499.96
Rupavathi Complex,Vepagunta,Andhra Pradesh,Hospital,1024.94
V Medicare Clinic & Pharmacy,Vepagunta,Andhra Pradesh,Medical clinic,140.52
Healthassure - Sankar Foundation Eye Hospital | Imaging And Diagnostics | Ultrasound In Visakhapatnam,Vepagunta,Andhra Pradesh,Diagnostic center,243.12
Sri Sapthagiri Physiotherapy Clinic Prahaladapuram,Vepagunta,Andhra Pradesh,Physical therapy clinic,72.14
Vijay Helena Clinic,Vepagunta,Andhra Pradesh,Medical clinic,158.22
Aarogyadayini Generic Medical Store,Vepagunta,Andhra Pradesh,Pharmacy,76.47
Jaswik'S Dental Square,Vepagunta,Andhra Pradesh,Dental clinic,45.92
Regional Eye Hospital,Vepagunta,Andhra Pradesh,Hospital,530.57
Surya Homoeocare,Vepagunta,Andhra Pradesh,Hospital,728.57
Prasanna'S Physiotherapy,Adavivaram,Andhra Pradesh,Physical therapist,64.08
Swathi Advanced Dental And Medical Care,Vepagunta,Andhra Pradesh,Dental clinic,107.03
Sudha'S Homoeo Care,Vepagunta,Andhra Pradesh,Hospital,1345.95
Pharmacy,Vepagunta,Andhra Pradesh,Medical Center,148.08
Eswar,Adavivaram,Andhra Pradesh,Hospital department,218.86
Eswar Care Hospital'S,Adavivaram,Andhra Pradesh,Health consultant,237.06
Prasads Acupuncture Center & Holistic Care,Adavivaram,Andhra Pradesh,Medical clinic,58.52
Ayurvedic Medical Hospital,Vepagunta,Andhra Pradesh,Doctor,64.65
Simha Grand Function Hall,Adavivaram,Andhra Pradesh,Banquet hall,231.94
Divisha Clinic,Vepagunta,Andhra Pradesh,Medical clinic,49.47
Sri Vishnu Clinic,Vepagunta,Andhra Pradesh,Medical clinic,169.28
Mihira Lavanya Homoeo Clinic,Vepagunta,Andhra Pradesh,Hospital,1947.08
Kasireddy Nilayam,Adavivaram,Andhra Pradesh,Housing complex,59.19
Simhadri Auto Stand,Vepagunta,Andhra Pradesh,Hospital,538.52
Golla Narayana Puram Road,Vepagunta,Andhra Pradesh,Hospital,967.94
Dr. Ramesh'S Multispeciality Dental Care,Cheemalapalle,Andhra Pradesh,Dental clinic,108.06
Anantha'S Super Speciality Dental Care,Vepagunta,Andhra Pradesh,Dental clinic,144.56
Laxy Dental Care,Vepagunta,Andhra Pradesh,Dental clinic,71.57
J V Dental - Vishakhapatnam,Vepagunta,Andhra Pradesh,Dental clinic,112.95
Sri Varaha Dental Clinic,Vepagunta,Andhra Pradesh,Dental clinic,29.88
M M Khan Medicals (Clinics And Labs),Adavivaram,Andhra Pradesh,Pharmacy,58.34
Lepakshee Multispeciality Dental Care,Vepagunta,Andhra Pradesh,Dental clinic,101.54
Radha Dental Care And Implant Center,Vepagunta,Andhra Pradesh,Dental clinic,33.25
S Function Hall,Adavivaram,Andhra Pradesh,Event venue,238.57
Apollo Pharmacy Simhachalam,Adavivaram,Andhra Pradesh,Pharmacy,69.52
Orangeshopee,Vepagunta,Andhra Pradesh,Diagnostic center,196.11
Simhadri Medicals And Clinic,Vepagunta,Andhra Pradesh,Medical Center,104.47
Dental Square,Vepagunta,Andhra Pradesh,Dental clinic,147.9
