trip_id,source_area,park_name,park_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP00075,Gajuwaka,Madhurawada Sunrise Garden,Madhurawada,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Gajuwaka to Madhurawada Sunrise Garden in Madhurawada. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP00076,Gajuwaka,Madhurawada Urban Park,Madhurawada,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Gajuwaka to Madhurawada Urban Park in Madhurawada. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00077,Gajuwaka,PM Palem Eco Valley,PM Palem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Gajuwaka to PM Palem Eco Valley in PM Palem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP00078,Gajuwaka,PM Palem Green Valley Park,PM Palem,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Gajuwaka to PM Palem Green Valley Park in PM Palem. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP00079,Gajuwaka,PM Palem Heritage Park,PM Palem,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Gajuwaka to PM Palem Heritage Park in PM Palem. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00080,Gajuwaka,PM Palem Lake View Park,PM Palem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Gajuwaka to PM Palem Lake View Park in PM Palem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP00081,Gajuwaka,PM Palem Nature Park,PM Palem,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Gajuwaka to PM Palem Nature Park in PM Palem. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP00082,Gajuwaka,PM Palem Public Park,PM Palem,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Gajuwaka to PM Palem Public Park in PM Palem. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00083,Gajuwaka,Rushikonda Bay Park,Rushikonda,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Gajuwaka to Rushikonda Bay Park in Rushikonda. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP00084,Gajuwaka,Rushikonda Beach Park,Rushikonda,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Gajuwaka to Rushikonda Beach Park in Rushikonda. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP00085,Gajuwaka,Rushikonda Green Garden,Rushikonda,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Gajuwaka to Rushikonda Green Garden in Rushikonda. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP00086,Gajuwaka,Rushikonda Hill Garden,Rushikonda,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Gajuwaka to Rushikonda Hill Garden in Rushikonda. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP00087,Gajuwaka,Rushikonda Ocean Park,Rushikonda,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Gajuwaka to Rushikonda Ocean Park in Rushikonda. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP00088,Gajuwaka,Rushikonda Palm Park,Rushikonda,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Gajuwaka to Rushikonda Palm Park in Rushikonda. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP00089,Gajuwaka,Seaside Green Park,Visakhapatnam,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Visakhapatnam City Center, GVMC Office",Travel from Gajuwaka to Seaside Green Park in Visakhapatnam. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00090,Gajuwaka,Seethammadhara Botanical Garden,Seethammadhara,13,33 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Gajuwaka to Seethammadhara Botanical Garden in Seethammadhara. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00091,Gajuwaka,Seethammadhara Eco Garden,Seethammadhara,11,27 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Gajuwaka to Seethammadhara Eco Garden in Seethammadhara. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00092,Gajuwaka,Seethammadhara Family Park,Seethammadhara,12,30 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Gajuwaka to Seethammadhara Family Park in Seethammadhara. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00093,Gajuwaka,Seethammadhara Lake View Park,Seethammadhara,13,33 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Gajuwaka to Seethammadhara Lake View Park in Seethammadhara. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00094,Gajuwaka,Seethammadhara Sunrise Park,Seethammadhara,11,27 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Gajuwaka to Seethammadhara Sunrise Park in Seethammadhara. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00095,Gajuwaka,Seethammadhara Valley Garden,Seethammadhara,12,30 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Gajuwaka to Seethammadhara Valley Garden in Seethammadhara. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00096,Gajuwaka,Simhachalam Eco Park,Simhachalam,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Simhachalam Eco Park in Simhachalam. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP00097,Gajuwaka,Simhachalam Green Valley,Simhachalam,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Simhachalam Green Valley in Simhachalam. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP00098,Gajuwaka,Simhachalam Heritage Garden,Simhachalam,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Simhachalam Heritage Garden in Simhachalam. Distance approx 22 km with low traffic. Route via major Vizag roads.
TRP00099,Gajuwaka,Simhachalam Hill Park,Simhachalam,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Simhachalam Hill Park in Simhachalam. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP00100,Gajuwaka,Simhachalam Nature Valley,Simhachalam,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Simhachalam Nature Valley in Simhachalam. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP00101,Gajuwaka,Simhachalam Public Park,Simhachalam,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Gajuwaka to Simhachalam Public Park in Simhachalam. Distance approx 22 km with low traffic. Route via major Vizag roads.
TRP00102,Gajuwaka,Steel City Eco Park,Steel City,4,13 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Gajuwaka to Steel City Eco Park in Steel City. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00103,Gajuwaka,Steel Plant Botanical Garden,Steel Plant,2,7 mins,Rs 25,Rs 30,Rs 80,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Gajuwaka to Steel Plant Botanical Garden in Steel Plant. Distance approx 2 km with medium traffic. Route via major Vizag roads.
TRP00104,Gajuwaka,Steel Plant Green Park,Steel Plant,3,10 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Gajuwaka to Steel Plant Green Park in Steel Plant. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00105,Gajuwaka,Steel Plant Lake View Park,Steel Plant,4,13 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Gajuwaka to Steel Plant Lake View Park in Steel Plant. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00106,Gajuwaka,Yendada Eco Valley,Yendada,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Gajuwaka to Yendada Eco Valley in Yendada. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP00107,Gajuwaka,Yendada Hill View Park,Yendada,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Gajuwaka to Yendada Hill View Park in Yendada. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP00108,Gajuwaka,Yendada Nature Garden,Yendada,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Gajuwaka to Yendada Nature Garden in Yendada. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP00109,Gajuwaka,Yendada Public Garden,Yendada,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Gajuwaka to Yendada Public Garden in Yendada. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP00110,Gajuwaka,Yendada Sunrise Park,Yendada,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Gajuwaka to Yendada Sunrise Park in Yendada. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP00111,Gajuwaka,Yendada Valley Park,Yendada,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Gajuwaka to Yendada Valley Park in Yendada. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP00112,Kommadi,All Abilities Park,Beach Road,15,37 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Kommadi to All Abilities Park in Beach Road. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00113,Kommadi,Biodiversity Park Botanical Garden,Pedda Waltair,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Pedda Waltair, AU Campus, Bheemunipatnam Road",Travel from Kommadi to Biodiversity Park Botanical Garden in Pedda Waltair. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00114,Kommadi,Children Traffic Park,MVP Colony,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Kommadi to Children Traffic Park in MVP Colony. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00115,Kommadi,Dragon Park,Chinna Waltair,15,37 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Chinna Waltair Road, Visakha Museum, AU Hill",Travel from Kommadi to Dragon Park in Chinna Waltair. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00116,Kommadi,Gokul Park,Beach Road,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Kommadi to Gokul Park in Beach Road. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP00117,Kommadi,Indira Gandhi Children Park,Maharani Peta,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Maharani Peta, Town Hall, Post Office Road",Travel from Kommadi to Indira Gandhi Children Park in Maharani Peta. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00118,Kommadi,Indira Gandhi Zoological Park,NH16 Road,21,52 mins,Rs 175,Rs 260,Rs 345,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Indira Gandhi Zoo, Kambalakonda, NH16",Travel from Kommadi to Indira Gandhi Zoological Park in NH16 Road. Distance approx 21 km with medium traffic. Route via major Vizag roads.
TRP00119,Kommadi,Kambalakonda Eco Tourism Park,Kambalakonda,22,55 mins,Rs 185,Rs 270,Rs 360,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kambalakonda Reserve Forest, Indira Gandhi Zoo, NH16",Travel from Kommadi to Kambalakonda Eco Tourism Park in Kambalakonda. Distance approx 22 km with medium traffic. Route via major Vizag roads.
TRP00120,Kommadi,Lumbini Park,Beach Road,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Kommadi to Lumbini Park in Beach Road. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00121,Kommadi,Mudasarlova Park,Hanumanthavaka,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Mudasarlova Reservoir, Hanumanthuwaka Junction",Travel from Kommadi to Mudasarlova Park in Hanumanthavaka. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00122,Kommadi,Radha Krishna Beach Park,RK Beach,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Kommadi to Radha Krishna Beach Park in RK Beach. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP00123,Kommadi,Sagar Nagar View Point Park,Sagar Nagar,9,23 mins,Rs 80,Rs 115,Rs 180,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Sagar Nagar Beach, Vizag Lighthouse, RK Beach",Travel from Kommadi to Sagar Nagar View Point Park in Sagar Nagar. Distance approx 9 km with medium traffic. Route via major Vizag roads.
TRP00124,Kommadi,Saraswathi Park,Daba Gardens,15,37 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Daba Gardens, Gnanapuram, Town Hall",Travel from Kommadi to Saraswathi Park in Daba Gardens. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00125,Kommadi,Shivaji Park,MVP Colony,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Kommadi to Shivaji Park in MVP Colony. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00126,Kommadi,Tenneti Park,Beach Road,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Kommadi to Tenneti Park in Beach Road. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00127,Kommadi,VMRDA Kailasagiri,Kailasagiri,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kailasagiri Ropeway, Shiva-Parvati Statue, Sea View Point",Travel from Kommadi to VMRDA Kailasagiri in Kailasagiri. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP00128,Kommadi,VMRDA Park (VUDA Park),Beach Road,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Kommadi to VMRDA Park (VUDA Park) in Beach Road. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP00129,Kommadi,YSR Central Park,Dwaraka Nagar,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Kommadi to YSR Central Park in Dwaraka Nagar. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00130,Kommadi,Zen Park,CBM Compound / Ram Nagar,15,37 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","CBM Compound, Ram Nagar, Gitam College",Travel from Kommadi to Zen Park in CBM Compound / Ram Nagar. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00131,Kommadi,Akkayyapalem Children Park,Akkayyapalem,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Kommadi to Akkayyapalem Children Park in Akkayyapalem. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00132,Kommadi,Akkayyapalem Mini Park,Akkayyapalem,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Kommadi to Akkayyapalem Mini Park in Akkayyapalem. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00133,Kommadi,Akkayyapalem Recreation Park,Akkayyapalem,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Kommadi to Akkayyapalem Recreation Park in Akkayyapalem. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00134,Kommadi,Akkayyapalem Urban Garden,Akkayyapalem,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Kommadi to Akkayyapalem Urban Garden in Akkayyapalem. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00135,Kommadi,Arilova Children Park,Arilova,21,53 mins,Rs 175,Rs 260,Rs 345,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Kommadi to Arilova Children Park in Arilova. Distance approx 21 km with medium traffic. Route via major Vizag roads.
TRP00136,Kommadi,Arilova City Garden,Arilova,19,47 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Kommadi to Arilova City Garden in Arilova. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP00137,Kommadi,Arilova Green Valley Park,Arilova,20,50 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Kommadi to Arilova Green Valley Park in Arilova. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP00138,Kommadi,Arilova Heritage Park,Arilova,21,53 mins,Rs 175,Rs 260,Rs 345,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Kommadi to Arilova Heritage Park in Arilova. Distance approx 21 km with medium traffic. Route via major Vizag roads.
TRP00139,Kommadi,Arilova Nature Park,Arilova,19,47 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Kommadi to Arilova Nature Park in Arilova. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP00140,Kommadi,Arilova Palm Garden,Arilova,20,50 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Kommadi to Arilova Palm Garden in Arilova. Distance approx 20 km with medium traffic. Route via major Vizag roads.
