route_id,source_area,park_name,park_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
VSK-106,Scindia,VUDA Park,Siripuram,VUDA Park Stop,300,City Ordinary,Scindia - One Town - Poorna Market - Jagadamba - Siripuram - VUDA Park,10,30 mins,15,0530,2200,15,0.1,Yes,Route from Scindia via One Town to VUDA Park
VSK-107,Scindia,Tenneti Park,Waltair,Tenneti Park Stop,300,City Ordinary,Scindia - One Town - Poorna Market - Jagadamba - RK Beach - Tenneti Park,13,40 mins,17,0530,2130,15,0.2,Yes,Route from Scindia to Tenneti Park via Poorna Market and RK Beach
VSK-108,Scindia,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,300E,Express,Scindia - One Town - Jagadamba - RK Beach - Kailasagiri,16,48 mins,20,0600,2100,20,0.3,Yes,Express from Scindia to Kailasagiri via Beach Road
VSK-109,Scindia,Submarine Museum,RK Beach,RK Beach Bus Stop,300,City Ordinary,Scindia - One Town - Poorna Market - Jagadamba - RK Beach,11,33 mins,16,0530,2200,15,0.2,Yes,Route from Scindia to RK Beach Submarine Museum
VSK-110,Scindia,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,302,City Ordinary,Scindia - Gajuwaka - Kommadi - Zoo Junction,18,54 mins,22,0600,2100,30,0.4,Yes,Route from Scindia via Gajuwaka to Indira Gandhi Zoo
VSK-111,One Town,VUDA Park,Siripuram,VUDA Park Stop,60,City Ordinary,One Town - Poorna Market - Jagadamba - Siripuram - VUDA Park,8,24 mins,12,0530,2230,12,0.1,Yes,Frequent route from One Town to VUDA Park via Jagadamba
VSK-112,One Town,Tenneti Park,Waltair,Tenneti Park Stop,60,City Ordinary,One Town - Poorna Market - Jagadamba - RK Beach - Tenneti Park,11,33 mins,16,0530,2200,12,0.2,Yes,Route from One Town to Tenneti Park via Poorna Market and RK Beach
VSK-113,One Town,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,60E,Express,One Town - Jagadamba - RK Beach - Kailasagiri,14,42 mins,18,0600,2100,20,0.3,Yes,Express from One Town to Kailasagiri via Beach Road
VSK-114,One Town,Submarine Museum,RK Beach,RK Beach Bus Stop,60,City Ordinary,One Town - Poorna Market - Jagadamba - Siripuram - RK Beach,9,27 mins,13,0530,2230,12,0.2,Yes,Route from One Town to Submarine Museum at RK Beach
VSK-115,One Town,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,65,City Ordinary,One Town - NAD Junction - Gajuwaka - Kommadi - Zoo Junction,22,66 mins,26,0600,2100,30,0.4,Yes,Route from One Town via NAD and Kommadi to Indira Gandhi Zoo
VSK-116,Poorna Market,VUDA Park,Siripuram,VUDA Park Stop,60,City Ordinary,Poorna Market - Jagadamba - Siripuram - VUDA Park,6,18 mins,10,0530,2300,10,0.1,Yes,Short frequent route from Poorna Market to VUDA Park
VSK-117,Poorna Market,Tenneti Park,Waltair,Tenneti Park Stop,60,City Ordinary,Poorna Market - Jagadamba - RK Beach - Tenneti Park,9,27 mins,13,0530,2230,10,0.2,Yes,Route from Poorna Market to Tenneti Park via Jagadamba and RK Beach
VSK-118,Poorna Market,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,60E,Express,Poorna Market - Jagadamba - Siripuram - RK Beach - Kailasagiri,12,36 mins,16,0600,2100,15,0.3,Yes,Express from Poorna Market to Kailasagiri via Beach Road
VSK-119,Poorna Market,Submarine Museum,RK Beach,RK Beach Bus Stop,60,City Ordinary,Poorna Market - Jagadamba - Siripuram - RK Beach,7,21 mins,11,0530,2300,10,0.2,Yes,Short route from Poorna Market to RK Beach Submarine Museum
VSK-120,Poorna Market,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,65,City Ordinary,Poorna Market - NAD Junction - Gajuwaka - Kommadi - Kambalakonda,20,60 mins,24,0600,2000,35,0.5,Yes,Route from Poorna Market to Kambalakonda Wildlife Sanctuary
VSK-121,RK Beach,VUDA Park,Siripuram,VUDA Park Stop,500,City Ordinary,RK Beach Bus Stop - Siripuram - VUDA Park,3,10 mins,7,0530,2300,10,0.1,Yes,Very short route from RK Beach to VUDA Park at Siripuram
VSK-122,RK Beach,Tenneti Park,Waltair,Tenneti Park Stop,500,City Ordinary,RK Beach - Waltair Main Road - Tenneti Park,2,8 mins,6,0530,2300,8,0.2,Yes,Very short walk or ride from RK Beach to nearby Tenneti Park
VSK-123,RK Beach,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,500E,Express,RK Beach - Lawsons Bay - Kailasagiri,7,22 mins,11,0600,2130,15,0.3,Yes,Short express from RK Beach along coast to Kailasagiri
VSK-124,RK Beach,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,501,City Ordinary,RK Beach - Jagadamba - Seethammadhara - Madhurawada - Zoo Junction,20,60 mins,24,0600,2100,25,0.4,Yes,Route from RK Beach via city to Indira Gandhi Zoo
VSK-125,RK Beach,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,502,City Ordinary,RK Beach - Jagadamba - NAD - Gajuwaka - Kommadi - Kambalakonda,22,65 mins,26,0600,2000,35,0.5,Yes,Route from RK Beach to Kambalakonda Wildlife Sanctuary
VSK-126,Rushikonda,VUDA Park,Siripuram,VUDA Park Stop,300,City Ordinary,Rushikonda Beach Stop - Kailasagiri - Lawsons Bay - RK Beach - Siripuram - VUDA Park,15,45 mins,19,0600,2130,25,0.1,Yes,Scenic coastal route from Rushikonda to VUDA Park
VSK-127,Rushikonda,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,300,City Ordinary,Rushikonda - Kailasagiri,3,10 mins,8,0600,2130,20,0.3,Yes,Very short route from Rushikonda to adjacent Kailasagiri Park
VSK-128,Rushikonda,Tenneti Park,Waltair,Tenneti Park Stop,300,City Ordinary,Rushikonda - Kailasagiri - Lawsons Bay - RK Beach - Tenneti Park,13,40 mins,17,0600,2130,25,0.2,Yes,Scenic route along coast from Rushikonda to Tenneti Park
VSK-129,Rushikonda,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,403,City Ordinary,Rushikonda - Madhurawada - Kommadi - Zoo Junction,12,36 mins,16,0600,2100,25,0.4,Yes,Route from Rushikonda via Madhurawada to Indira Gandhi Zoo
VSK-130,Rushikonda,Submarine Museum,RK Beach,RK Beach Bus Stop,300,City Ordinary,Rushikonda - Kailasagiri - Lawsons Bay - RK Beach,12,36 mins,16,0600,2130,25,0.2,Yes,Scenic coastal route from Rushikonda to RK Beach Submarine Museum
VSK-131,Lawsons Bay,VUDA Park,Siripuram,VUDA Park Stop,500,City Ordinary,Lawsons Bay Stop - RK Beach - Siripuram - VUDA Park,6,18 mins,10,0530,2230,15,0.1,Yes,Short route from Lawsons Bay to VUDA Park via RK Beach
VSK-132,Lawsons Bay,Tenneti Park,Waltair,Tenneti Park Stop,500,City Ordinary,Lawsons Bay - RK Beach - Tenneti Park,5,15 mins,9,0530,2230,15,0.2,Yes,Short coastal route from Lawsons Bay to Tenneti Park
VSK-133,Lawsons Bay,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,500E,Express,Lawsons Bay - Kailasagiri,3,10 mins,8,0600,2130,15,0.3,Yes,Very short route from Lawsons Bay to Kailasagiri base
VSK-134,Lawsons Bay,Submarine Museum,RK Beach,RK Beach Bus Stop,500,City Ordinary,Lawsons Bay - RK Beach,4,12 mins,8,0530,2230,15,0.2,Yes,Short route from Lawsons Bay to Submarine Museum at RK Beach
VSK-135,Lawsons Bay,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,501,City Ordinary,Lawsons Bay - RK Beach - Jagadamba - Madhurawada - Zoo Junction,22,66 mins,26,0600,2100,30,0.4,Yes,Route from Lawsons Bay to Indira Gandhi Zoo via city
VSK-136,Hanumanthuwaka,VUDA Park,Siripuram,VUDA Park Stop,400,City Ordinary,Hanumanthuwaka - NAD Junction - Jagadamba - Siripuram - VUDA Park,13,40 mins,17,0530,2200,20,0.1,Yes,Route from Hanumanthuwaka via NAD to VUDA Park
VSK-137,Hanumanthuwaka,Tenneti Park,Waltair,Tenneti Park Stop,400,City Ordinary,Hanumanthuwaka - NAD - Jagadamba - RK Beach - Tenneti Park,16,48 mins,20,0530,2130,20,0.2,Yes,Route from Hanumanthuwaka to Tenneti Park via NAD and RK Beach
VSK-138,Hanumanthuwaka,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,400E,Express,Hanumanthuwaka - NAD - Jagadamba - RK Beach - Kailasagiri,19,57 mins,23,0600,2100,25,0.3,Yes,Express from Hanumanthuwaka to Kailasagiri via Beach Road
VSK-139,Hanumanthuwaka,Submarine Museum,RK Beach,RK Beach Bus Stop,400,City Ordinary,Hanumanthuwaka - NAD Junction - Jagadamba - Siripuram - RK Beach,14,42 mins,18,0530,2200,20,0.2,Yes,Route from Hanumanthuwaka to RK Beach Submarine Museum
VSK-140,Hanumanthuwaka,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,402,City Ordinary,Hanumanthuwaka - Gajuwaka - Kommadi - Kambalakonda,9,27 mins,13,0600,2000,30,0.5,Yes,Route from Hanumanthuwaka to Kambalakonda Wildlife Sanctuary
VSK-141,Arilova,VUDA Park,Siripuram,VUDA Park Stop,400,City Ordinary,Arilova - NAD Junction - Jagadamba - Siripuram - VUDA Park,12,36 mins,17,0530,2200,20,0.1,Yes,Route from Arilova via NAD to VUDA Park
VSK-142,Arilova,Tenneti Park,Waltair,Tenneti Park Stop,400,City Ordinary,Arilova - NAD - Jagadamba - RK Beach - Tenneti Park,15,45 mins,20,0530,2130,20,0.2,Yes,Route from Arilova to Tenneti Park via NAD and RK Beach
VSK-143,Arilova,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,400E,Express,Arilova - NAD - Jagadamba - RK Beach - Kailasagiri,18,54 mins,22,0600,2100,25,0.3,Yes,Express from Arilova to Kailasagiri via Beach Road
VSK-144,Arilova,Submarine Museum,RK Beach,RK Beach Bus Stop,400,City Ordinary,Arilova - NAD Junction - Jagadamba - Siripuram - RK Beach,13,40 mins,17,0530,2200,20,0.2,Yes,Route from Arilova to RK Beach Submarine Museum
VSK-145,Arilova,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,402,City Ordinary,Arilova - Gajuwaka - Kommadi - Kambalakonda,8,25 mins,12,0600,2000,25,0.5,Yes,Short route from Arilova to Kambalakonda Wildlife Sanctuary
VSK-146,Beach Road,VUDA Park,Siripuram,VUDA Park Stop,500,City Ordinary,Beach Road Stop - Siripuram - VUDA Park,3,10 mins,7,0530,2300,10,0.1,Yes,Very short route from Beach Road to VUDA Park
VSK-147,Beach Road,Tenneti Park,Waltair,Tenneti Park Stop,500,City Ordinary,Beach Road - RK Beach - Tenneti Park,4,12 mins,8,0530,2300,10,0.2,Yes,Short scenic route along Beach Road to Tenneti Park
VSK-148,Beach Road,Kailasagiri Park,Kailasagiri,Kailasagiri Base Stop,500E,Express,Beach Road - Lawsons Bay - Kailasagiri,8,24 mins,12,0600,2130,15,0.3,Yes,Scenic coastal express from Beach Road to Kailasagiri
VSK-149,Beach Road,Submarine Museum,RK Beach,RK Beach Bus Stop,500,City Ordinary,Beach Road - RK Beach,2,7 mins,6,0530,2300,8,0.1,Yes,Very short walk or ride from Beach Road to RK Beach Submarine Museum
VSK-150,Beach Road,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,501,City Ordinary,Beach Road - Jagadamba - Seethammadhara - Madhurawada - Zoo Junction,21,63 mins,25,0600,2100,30,0.4,Yes,Route from Beach Road via city to Indira Gandhi Zoo
VSK-151,Kailasagiri,VUDA Park,Siripuram,VUDA Park Stop,500E,Express,Kailasagiri Base - Lawsons Bay - RK Beach - Siripuram - VUDA Park,10,30 mins,15,0600,2130,15,0.1,Yes,Route from Kailasagiri to VUDA Park via RK Beach and Siripuram
VSK-152,Kailasagiri,Tenneti Park,Waltair,Tenneti Park Stop,500,City Ordinary,Kailasagiri Base - Lawsons Bay - RK Beach - Tenneti Park,8,24 mins,12,0600,2130,15,0.2,Yes,Scenic coastal route from Kailasagiri to Tenneti Park
VSK-153,Kailasagiri,Submarine Museum,RK Beach,RK Beach Bus Stop,500,City Ordinary,Kailasagiri Base - Lawsons Bay - RK Beach,7,21 mins,11,0600,2130,15,0.2,Yes,Short coastal route from Kailasagiri to Submarine Museum at RK Beach
VSK-154,Kailasagiri,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,503,City Ordinary,Kailasagiri - Rushikonda - Madhurawada - Kommadi - Zoo Junction,15,45 mins,19,0600,2100,25,0.4,Yes,Route from Kailasagiri via Madhurawada to Indira Gandhi Zoo
VSK-155,Kailasagiri,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,503,City Ordinary,Kailasagiri Base - Rushikonda,3,10 mins,8,0600,2130,15,0.3,Yes,Very short route from Kailasagiri to adjacent Rushikonda Beach Park
VSK-156,Gajuwaka,TU Beach Park,Rushikonda,Rushikonda Beach Stop,401,City Ordinary,Gajuwaka - Kommadi - Madhurawada - Rushikonda,19,55 mins,22,0600,2100,30,0.3,Yes,Route from Gajuwaka to TU Beach Park at Rushikonda via Kommadi
VSK-157,MVP Colony,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,202E,Express,MVP Colony - Madhurawada - Rushikonda,14,42 mins,18,0600,2100,25,0.3,Yes,Express from MVP Colony to Rishikonda Beach Park via Madhurawada
VSK-158,Siripuram,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,500E,Express,Siripuram - Jagadamba - MVP Colony - Madhurawada - Rushikonda,17,50 mins,21,0600,2100,25,0.3,Yes,Express from Siripuram to Rishikonda Beach Park
VSK-159,Dwaraka Nagar,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,504E,Express,Dwaraka Nagar - Siripuram - MVP Colony - Madhurawada - Rushikonda,19,57 mins,23,0600,2100,25,0.3,Yes,Express from Dwaraka Nagar to Rishikonda Beach Park
VSK-160,Railway Station,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,65,City Ordinary,Railway Station - Jagadamba - Seethammadhara - MVP Colony - Madhurawada - Rushikonda,22,65 mins,26,0530,2100,30,0.3,Yes,Route from Railway Station to Rishikonda Beach Park
VSK-161,RTC Complex,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,510E,Express,RTC Complex - Jagadamba - Seethammadhara - MVP Colony - Madhurawada - Rushikonda,23,68 mins,27,0530,2100,30,0.3,Yes,Express from RTC Complex to Rishikonda Beach Park
VSK-162,One Town,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,65,City Ordinary,One Town - Jagadamba - Seethammadhara - MVP Colony - Madhurawada - Rushikonda,24,72 mins,27,0530,2100,30,0.3,Yes,Route from One Town to Rishikonda Beach Park
VSK-163,Poorna Market,Rishikonda Beach Park,Rushikonda,Rushikonda Beach Stop,65,City Ordinary,Poorna Market - Jagadamba - Seethammadhara - MVP Colony - Madhurawada - Rushikonda,22,65 mins,26,0530,2100,30,0.3,Yes,Route from Poorna Market to Rishikonda Beach Park
VSK-164,NAD Junction,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,402,City Ordinary,NAD Junction - Steel Plant - Gajuwaka - Kommadi - Kambalakonda,16,48 mins,20,0600,2000,30,0.5,Yes,Route from NAD Junction to Kambalakonda Wildlife Sanctuary
VSK-165,Seethammadhara,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,204,City Ordinary,Seethammadhara - MVP Colony - PM Palem - Madhurawada - Kommadi - Kambalakonda,24,72 mins,27,0600,2000,35,0.5,Yes,Route from Seethammadhara to Kambalakonda Wildlife Sanctuary
VSK-166,Jagadamba,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,502,City Ordinary,Jagadamba - NAD Junction - Gajuwaka - Kommadi - Kambalakonda,18,54 mins,22,0600,2000,35,0.5,Yes,Route from Jagadamba to Kambalakonda Wildlife Sanctuary
VSK-167,Asilmetta,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,506,City Ordinary,Asilmetta - Jagadamba - NAD - Gajuwaka - Kommadi - Kambalakonda,20,60 mins,24,0600,2000,35,0.5,Yes,Route from Asilmetta to Kambalakonda Wildlife Sanctuary
VSK-168,RK Beach,TU Beach Park,Rushikonda,Rushikonda Beach Stop,502,City Ordinary,RK Beach - Jagadamba - Seethammadhara - MVP Colony - Madhurawada - Rushikonda,18,54 mins,22,0600,2100,30,0.3,Yes,Route from RK Beach to TU Beach Park at Rushikonda
VSK-169,Lawsons Bay,TU Beach Park,Rushikonda,Rushikonda Beach Stop,500E,Express,Lawsons Bay - Kailasagiri - Rushikonda,6,18 mins,10,0600,2130,20,0.3,Yes,Short route from Lawsons Bay to TU Beach Park at Rushikonda
VSK-170,Kailasagiri,TU Beach Park,Rushikonda,Rushikonda Beach Stop,503,City Ordinary,Kailasagiri Base - Rushikonda Beach Park,3,10 mins,8,0600,2130,15,0.3,Yes,Very short route between Kailasagiri and Rushikonda Beach Park
VSK-171,Pendurthi,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,105,City Ordinary,Pendurthi - Kommadi - Kambalakonda,14,42 mins,18,0600,2000,30,0.5,Yes,Route from Pendurthi to Kambalakonda Wildlife Sanctuary
VSK-172,Auto Nagar,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,402,City Ordinary,Auto Nagar - Gajuwaka - Kommadi - Kambalakonda,12,36 mins,17,0600,2000,30,0.5,Yes,Route from Auto Nagar to Kambalakonda Wildlife Sanctuary
VSK-173,Scindia,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,302,City Ordinary,Scindia - Gajuwaka - Kommadi - Kambalakonda,12,36 mins,17,0600,2000,30,0.5,Yes,Route from Scindia to Kambalakonda Wildlife Sanctuary
VSK-174,One Town,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,65,City Ordinary,One Town - NAD Junction - Gajuwaka - Kommadi - Kambalakonda,20,60 mins,24,0600,2000,35,0.5,Yes,Route from One Town to Kambalakonda Wildlife Sanctuary
VSK-175,Hanumanthuwaka,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,404,City Ordinary,Hanumanthuwaka - Gajuwaka - Bheemunipatnam Road - Kommadi - Zoo Junction,16,48 mins,20,0600,2100,30,0.4,Yes,Route from Hanumanthuwaka to Indira Gandhi Zoo via Gajuwaka
VSK-176,Arilova,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,404,City Ordinary,Arilova - Gajuwaka - Bheemunipatnam Road - Kommadi - Zoo Junction,15,45 mins,19,0600,2100,30,0.4,Yes,Route from Arilova to Indira Gandhi Zoo via Gajuwaka
VSK-177,Beach Road,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,502,City Ordinary,Beach Road - Jagadamba - NAD - Gajuwaka - Kommadi - Kambalakonda,24,72 mins,27,0600,2000,35,0.5,Yes,Route from Beach Road to Kambalakonda Wildlife Sanctuary
VSK-178,Rushikonda,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,403,City Ordinary,Rushikonda - Madhurawada - Kommadi - Kambalakonda,9,27 mins,13,0600,2000,25,0.5,Yes,Route from Rushikonda to Kambalakonda Wildlife Sanctuary via Madhurawada
VSK-179,Airport,Kambalakonda Wildlife Sanctuary,Kommadi,Kambalakonda Gate,411,City Ordinary,Vizag Airport - Kommadi - Kambalakonda,8,24 mins,12,0600,2000,25,0.5,Yes,Short route from Airport to Kambalakonda Wildlife Sanctuary
VSK-180,Maddilapalem,Indira Gandhi Zoological Park,Gambhiram,Zoo Junction,207,City Ordinary,Maddilapalem - MVP Colony - Madhurawada - Kommadi - Zoo Junction,22,65 mins,26,0600,2100,30,0.4,Yes,Route from Maddilapalem to Indira Gandhi Zoo via Madhurawada
VSK-181,Airport,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Beach Road,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-182,Arilova,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Beach Road,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-183,Asilmetta,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Beach Road,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-184,Auto Nagar,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Beach Road,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-185,Beach Road,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Beach Road,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-186,Dwaraka Nagar,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Beach Road,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-187,Gajuwaka,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Beach Road,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-188,Gopalapatnam,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Beach Road,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-189,Hanumanthuwaka,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Beach Road,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-190,Jagadamba,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Beach Road,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-191,Kailasagiri,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Beach Road,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
VSK-192,Kommadi,All Abilities Park,Visakhapatnam,RTC Complex Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Beach Road,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to RTC Complex Bus Stop, then walk 0.2 km to All Abilities Park in Visakhapatnam."
