title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,url,categoryName,openingTime,closingTime,timingDetails,darshanFee,specialDarshanFee,entryDetails,expectedBudget,mainGod,speciality,dressCode,bestTimeToVisit,prasadamAvailable,festivalsCelebrated,parkingAvailability,photographyAllowed,crowdLevel,nearbyAttractions,googleMapsUrl,verificationStatus
Lakshmi Devi Temple,5.0,4.0,"31-16-26, Venkateswara Metta Temple Rd, near Community Hall",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Lakshmi%20Devi%20Temple&query_place_id=ChIJ876CEb1DOToRxeQDe5tcevQ,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Lakshmi,Auspicious Lakshmi temple for prosperity and wealth blessings,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Varalakshmi Vratam, Navaratri",Available,"Varalakshmi Vratam, Navaratri, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Lakshmi%20Devi%20Temple%20Visakhapatnam,Timing needs local confirmation
Shri Dhatha Sai Dhyana Mandhiram,4.7,3.0,"31-29-92/1, Sai Baba St",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Shri%20Dhatha%20Sai%20Dhyana%20Mandhiram&query_place_id=ChIJGRv8YEhDOToRQq6Wli5_ynw,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Devotional Sai Baba temple with regular bhajans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available – udi (holy ash) prasadam; sweet prasadam,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Shri%20Dhatha%20Sai%20Dhyana%20Mandhiram%20Visakhapatnam,Timing needs local confirmation
Sri Laxmi Siddhi Vinayaka Temple,3.5,2.0,"P77V+8QX, Port Gymkhana Club Rd,Bowdara Road",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Laxmi%20Siddhi%20Vinayaka%20Temple&query_place_id=ChIJmzBZ6R1DOToRs59WHpF_BLA,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam Port, RK Beach (2 km), Submarine Museum (3 km)",https://www.google.com/maps/search/?api=1&query=Sri%20Laxmi%20Siddhi%20Vinayaka%20Temple%20Visakhapatnam,Timing needs local confirmation
Hanuman Temple,5.0,1.0,"184, 32-1-184, Bowdara Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Hanuman%20Temple&query_place_id=ChIJ_7UiCB5DOToRsWp8nqvTrvg,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Hanuman (Anjaneya Swamy),Popular Hanuman temple; heavy footfall on Tuesdays,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Saturdays, Hanuman Jayanti, early morning",Available,"Hanuman Jayanti, Rama Navami, Tuesdays",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Hanuman%20Temple%20Visakhapatnam,Timing needs local confirmation
Ambica Baugh Temple,4.9,20.0,P874+252,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Ambica%20Baugh%20Temple&query_place_id=ChIJBbo5jRBDOToRu6kP2IZra-8,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Ambica%20Baugh%20Temple%20Visakhapatnam,Timing needs local confirmation
Yellamma Temple,4.6,62.0,"28-6-8/2, Yellamathota Road",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Yellamma%20Temple&query_place_id=ChIJ8-n3NRpDOToROUAIuStrmz8,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Yellamma%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Siva Rama Krishna Devalayam,4.7,19.0,"P892+976, Assam Garden St",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Siva%20Rama%20Krishna%20Devalayam&query_place_id=ChIJeS-X7xhDOToRZvriEKgXfFE,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Krishna and Radha,Serene Krishna temple with daily bhajans and kirtans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Janmashtami, Ekadasi, early morning",Available,"Janmashtami, Radhashtami, Holi, Ekadasi",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Siva%20Rama%20Krishna%20Devalayam%20Visakhapatnam,Timing needs local confirmation
Siva Temple,4.5,112.0,P8C2+82J,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Siva%20Temple&query_place_id=ChIJccdBCyJDOToRPjx_QX5p754,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Siva%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Sitaramachandraswami Vari Devastanam,4.9,42.0,P873+3XF,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sitaramachandraswami%20Vari%20Devastanam&query_place_id=ChIJNRUxkBBDOToR2NKr5IzFqPM,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Rama,Traditional Rama temple with daily Ramayana recitation,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Rama Navami, Vaikunta Ekadasi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sitaramachandraswami%20Vari%20Devastanam%20Visakhapatnam,Timing needs local confirmation
Swetambar Jain Temple,4.5,25.0,P863+M76,Visakhapatnam,Andhra Pradesh,IN,,,Jain temple,,,https://www.google.com/maps/search/?api=1&query=Swetambar%20Jain%20Temple&query_place_id=ChIJgUmbiRpDOToRx8tmdXKELPE,Jain temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,N/A,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Jain Tirthankara,Peaceful Jain temple following non-violence principles,Modest clothing; white preferred,"Early morning, Fridays, during major festivals",Seasonal prasadam only,"Paryushana Parva, Mahavir Jayanti, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Swetambar%20Jain%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Ram Sai Temple,4.4,19.0,"P885+V25, Main Road, Ram Nagar Ram Nagar",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Ram%20Sai%20Temple&query_place_id=ChIJxebH8RZDOToRHKg36RWZYxk,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Devotional Sai Baba temple with regular bhajans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available – udi (holy ash) prasadam; sweet prasadam,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Ram%20Sai%20Temple%20Visakhapatnam,Timing needs local confirmation
Omkara Shivalayam,4.8,8.0,"P893+2W9, Sarada St",Visakhapatnam,Andhra Pradesh,IN,,+91 94403 34285,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Omkara%20Shivalayam&query_place_id=ChIJPxmnc9BDOToRaO7t-tQM7qI,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Omkara%20Shivalayam%20Visakhapatnam,Timing needs local confirmation
"శ్రీ ధ్యానాంజనేయ,సుబ్రహ్మణ్యేశ్వర,కాలభైరవ దేవాలయం",5.0,8.0,,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%A7%E0%B1%8D%E0%B0%AF%E0%B0%BE%E0%B0%A8%E0%B0%BE%E0%B0%82%E0%B0%9C%E0%B0%A8%E0%B1%87%E0%B0%AF%2C%E0%B0%B8%E0%B1%81%E0%B0%AC%E0%B1%8D%E0%B0%B0%E0%B0%B9%E0%B1%8D%E0%B0%AE%E0%B0%A3%E0%B1%8D%E0%B0%AF%E0%B1%87%E0%B0%B6%E0%B1%8D%E0%B0%B5%E0%B0%B0%2C%E0%B0%95%E0%B0%BE%E0%B0%B2%E0%B0%AD%E0%B1%88%E0%B0%B0%E0%B0%B5%20%E0%B0%A6%E0%B1%87%E0%B0%B5%E0%B0%BE%E0%B0%B2%E0%B0%AF%E0%B0%82&query_place_id=ChIJzeWDCKJDOToRZ5Ghw8WlBuc,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%A7%E0%B1%8D%E0%B0%AF%E0%B0%BE%E0%B0%A8%E0%B0%BE%E0%B0%82%E0%B0%9C%E0%B0%A8%E0%B1%87%E0%B0%AF%2C%E0%B0%B8%E0%B1%81%E0%B0%AC%E0%B1%8D%E0%B0%B0%E0%B0%B9%E0%B1%8D%E0%B0%AE%E0%B0%A3%E0%B1%8D%E0%B0%AF%E0%B1%87%E0%B0%B6%E0%B1%8D%E0%B0%B5%E0%B0%B0%2C%E0%B0%95%E0%B0%BE%E0%B0%B2%E0%B0%AD%E0%B1%88%E0%B0%B0%E0%B0%B5%20%E0%B0%A6%E0%B1%87%E0%B0%B5%E0%B0%BE%E0%B0%B2%E0%B0%AF%E0%B0%82%20Visakhapatnam,Timing needs local confirmation
Sri Krishna Temple,4.3,6.0,29-38-11,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Krishna%20Temple&query_place_id=ChIJtdnB9IxDOToR9oY453CfzXA,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Krishna and Radha,Serene Krishna temple with daily bhajans and kirtans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Janmashtami, Ekadasi, early morning",Available,"Janmashtami, Radhashtami, Holi, Ekadasi",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Krishna%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Sri Sri Raja Ganapathi Temple,5.0,3.0,Chitralaya Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 92939 55276,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Raja%20Ganapathi%20Temple&query_place_id=ChIJTZM5lhtDOToRFuoBuMxY_7I,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Raja%20Ganapathi%20Temple%20Visakhapatnam,Timing needs local confirmation
Sai Baba Temple,4.2,25.0,"265/5,, 10-53-265/5, Ramanagar Road",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sai%20Baba%20Temple&query_place_id=ChIJ984ARxZDOToRXVFWowqT0is,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Shirdi Sai Baba,Devotional Sai Baba temple with regular bhajans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Thursdays, Guru Pournami, early morning",Available – udi (holy ash) prasadam; sweet prasadam,"Guru Pournami, Datta Jayanti, Ram Navami, Shirdi Urs",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sai%20Baba%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Sri Laxmi Ganapati Temple,5.0,1.0,P872+F59,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Laxmi%20Ganapati%20Temple&query_place_id=ChIJsx1qkEFDOToRROmD_BGqRDU,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Laxmi%20Ganapati%20Temple%20Visakhapatnam,Timing needs local confirmation
