trip_id,source_area,cafe_name,cafe_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP00063,Madhurawada,Coffee Beans Cafe,Dwaraka Nagar,9.4,31-36 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Madhurawada to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 9.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00064,PM Palem,Coffee Beans Cafe,Dwaraka Nagar,5.9,20-25 mins,â‚¹55,â‚¹75,â‚¹105,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from PM Palem to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 5.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00065,MVP Colony,Coffee Beans Cafe,Dwaraka Nagar,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from MVP Colony to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00066,Siripuram,Coffee Beans Cafe,Dwaraka Nagar,2.2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Siripuram to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00067,Dwaraka Nagar,Coffee Beans Cafe,Dwaraka Nagar,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Dwaraka Nagar to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00068,Maddilapalem,Coffee Beans Cafe,Dwaraka Nagar,2.8,9-14 mins,â‚¹30,â‚¹40,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Maddilapalem to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00069,NAD Junction,Coffee Beans Cafe,Dwaraka Nagar,8.4,28-33 mins,â‚¹75,â‚¹105,â‚¹140,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from NAD Junction to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 8.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00070,Seethammadhara,Coffee Beans Cafe,Dwaraka Nagar,2.6,9-14 mins,â‚¹30,â‚¹35,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Seethammadhara to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00071,Jagadamba,Coffee Beans Cafe,Dwaraka Nagar,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Jagadamba to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00072,Asilmetta,Coffee Beans Cafe,Dwaraka Nagar,3.9,17-22 mins,â‚¹40,â‚¹55,â‚¹75,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Asilmetta to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 3.9 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00073,Railway Station,Coffee Beans Cafe,Dwaraka Nagar,5.4,23-28 mins,â‚¹50,â‚¹70,â‚¹100,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Railway Station to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 5.4 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00074,RTC Complex,Coffee Beans Cafe,Dwaraka Nagar,6.3,27-32 mins,â‚¹60,â‚¹80,â‚¹110,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from RTC Complex to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 6.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00075,Airport,Coffee Beans Cafe,Dwaraka Nagar,15.1,50-55 mins,â‚¹130,â‚¹185,â‚¹235,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Airport to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 15.1 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP00076,Pendurthi,Coffee Beans Cafe,Dwaraka Nagar,17.2,57-62 mins,â‚¹145,â‚¹210,â‚¹265,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Pendurthi to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 17.2 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP00077,Gopalapatnam,Coffee Beans Cafe,Dwaraka Nagar,9.9,33-38 mins,â‚¹90,â‚¹125,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Gopalapatnam to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 9.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00078,Kurmannapalem,Coffee Beans Cafe,Dwaraka Nagar,10.6,35-40 mins,â‚¹95,â‚¹135,â‚¹170,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Kurmannapalem to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 10.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00079,Auto Nagar,Coffee Beans Cafe,Dwaraka Nagar,12.1,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Auto Nagar to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 12.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00080,Steel Plant,Coffee Beans Cafe,Dwaraka Nagar,14.1,47-52 mins,â‚¹120,â‚¹175,â‚¹220,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Steel Plant to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 14.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00081,Scindia,Coffee Beans Cafe,Dwaraka Nagar,2.6,9-14 mins,â‚¹30,â‚¹35,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Scindia to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00082,One Town,Coffee Beans Cafe,Dwaraka Nagar,4.3,18-23 mins,â‚¹45,â‚¹60,â‚¹80,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from One Town to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 4.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00083,Poorna Market,Coffee Beans Cafe,Dwaraka Nagar,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Poorna Market to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00084,RK Beach,Coffee Beans Cafe,Dwaraka Nagar,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from RK Beach to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00085,Rushikonda,Coffee Beans Cafe,Dwaraka Nagar,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Rushikonda to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00086,Lawson's Bay,Coffee Beans Cafe,Dwaraka Nagar,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Lawson's Bay to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00087,Hanumanthuwaka,Coffee Beans Cafe,Dwaraka Nagar,9,30-35 mins,â‚¹80,â‚¹115,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Hanumanthuwaka to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 9.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00088,Arilova,Coffee Beans Cafe,Dwaraka Nagar,9.3,31-36 mins,â‚¹85,â‚¹120,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Arilova to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 9.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00089,Beach Road,Coffee Beans Cafe,Dwaraka Nagar,2.6,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Beach Road to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 2.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00090,Kailasagiri,Coffee Beans Cafe,Dwaraka Nagar,7.5,25-30 mins,â‚¹70,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Dwaraka Nagar Circle, VIP Road",Travel from Kailasagiri to Coffee Beans Cafe in Dwaraka Nagar. Road distance approx 7.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00091,Gajuwaka,Cafooze restro cafe,Jagadamba,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Gajuwaka to Cafooze restro cafe in Jagadamba. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00092,Kommadi,Cafooze restro cafe,Jagadamba,15.9,53-58 mins,â‚¹135,â‚¹195,â‚¹245,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Kommadi to Cafooze restro cafe in Jagadamba. Road distance approx 15.9 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP00093,Madhurawada,Cafooze restro cafe,Jagadamba,14,47-52 mins,â‚¹120,â‚¹175,â‚¹220,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Madhurawada to Cafooze restro cafe in Jagadamba. Road distance approx 14.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00094,PM Palem,Cafooze restro cafe,Jagadamba,3.7,12-17 mins,â‚¹40,â‚¹50,â‚¹75,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from PM Palem to Cafooze restro cafe in Jagadamba. Road distance approx 3.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00095,MVP Colony,Cafooze restro cafe,Jagadamba,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from MVP Colony to Cafooze restro cafe in Jagadamba. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00096,Siripuram,Cafooze restro cafe,Jagadamba,2.5,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Siripuram to Cafooze restro cafe in Jagadamba. Road distance approx 2.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00097,Dwaraka Nagar,Cafooze restro cafe,Jagadamba,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Dwaraka Nagar to Cafooze restro cafe in Jagadamba. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00098,Maddilapalem,Cafooze restro cafe,Jagadamba,4.5,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Maddilapalem to Cafooze restro cafe in Jagadamba. Road distance approx 4.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00099,NAD Junction,Cafooze restro cafe,Jagadamba,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from NAD Junction to Cafooze restro cafe in Jagadamba. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00100,Seethammadhara,Cafooze restro cafe,Jagadamba,5.7,19-24 mins,â‚¹55,â‚¹75,â‚¹100,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Seethammadhara to Cafooze restro cafe in Jagadamba. Road distance approx 5.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00101,Jagadamba,Cafooze restro cafe,Jagadamba,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Jagadamba to Cafooze restro cafe in Jagadamba. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00102,Asilmetta,Cafooze restro cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Asilmetta to Cafooze restro cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00103,Railway Station,Cafooze restro cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Railway Station to Cafooze restro cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00104,RTC Complex,Cafooze restro cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from RTC Complex to Cafooze restro cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00105,Airport,Cafooze restro cafe,Jagadamba,11.2,37-42 mins,â‚¹100,â‚¹140,â‚¹180,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Airport to Cafooze restro cafe in Jagadamba. Road distance approx 11.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00106,Pendurthi,Cafooze restro cafe,Jagadamba,16.6,55-60 mins,â‚¹140,â‚¹205,â‚¹255,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Pendurthi to Cafooze restro cafe in Jagadamba. Road distance approx 16.6 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP00107,Gopalapatnam,Cafooze restro cafe,Jagadamba,9.6,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Gopalapatnam to Cafooze restro cafe in Jagadamba. Road distance approx 9.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00108,Kurmannapalem,Cafooze restro cafe,Jagadamba,6.5,22-27 mins,â‚¹60,â‚¹85,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Kurmannapalem to Cafooze restro cafe in Jagadamba. Road distance approx 6.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00109,Auto Nagar,Cafooze restro cafe,Jagadamba,7.5,25-30 mins,â‚¹70,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Auto Nagar to Cafooze restro cafe in Jagadamba. Road distance approx 7.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00110,Steel Plant,Cafooze restro cafe,Jagadamba,9.6,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Steel Plant to Cafooze restro cafe in Jagadamba. Road distance approx 9.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00111,Scindia,Cafooze restro cafe,Jagadamba,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Scindia to Cafooze restro cafe in Jagadamba. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00112,One Town,Cafooze restro cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from One Town to Cafooze restro cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00113,Poorna Market,Cafooze restro cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Officers Club, Jagadamba Junction",Travel from Poorna Market to Cafooze restro cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
