trip_id,source_area,hospital_name,hospital_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,emergency_fastest_option,description
64,Gajuwaka,Harshitha Hospital,Hanumanthuwaka,3.9,9-14 min,Rs 64,Rs 78,Rs 100,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,"Hanumanthuwaka, Near Asilmetta Road",Rapido Bike (fastest in traffic),"Travel from Gajuwaka to Harshitha Hospital in Hanumanthuwaka, Visakhapatnam. Distance approx 3.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
65,Gajuwaka,Baba Hospital,One Town,8.5,20-32 min,Rs 129,Rs 170,Rs 160,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"One Town, Near RTC Complex",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Baba Hospital in One Town, Visakhapatnam. Distance approx 8.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
66,Gajuwaka,Sri Dhanvanthari Hospital,Pendurthi,16.5,39-59 min,Rs 241,Rs 330,Rs 264,High,Rapido Bike or Auto (cost effective),49-64 min,34-59 min,"Pendurthi, Near Old Bus Stand",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Sri Dhanvanthari Hospital in Pendurthi, Visakhapatnam. Distance approx 16.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
67,Gajuwaka,Rainbow Eye Hospital,Arilova,11.3,27-39 min,Rs 168,Rs 226,Rs 196,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Arilova, Near Care Hospital",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Rainbow Eye Hospital in Arilova, Visakhapatnam. Distance approx 11.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
68,Gajuwaka,Dinesh Orthopaedics Hospital,Madhurawada,19.5,46-66 min,Rs 283,Rs 390,Rs 303,High,Rapido Bike or Auto (cost effective),56-71 min,41-66 min,"Madhurawada, Near Kommadi Junction",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Dinesh Orthopaedics Hospital in Madhurawada, Visakhapatnam. Distance approx 19.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
69,Gajuwaka,Visakha Gynaec Hospital Pendurthi,Pendurthi,16.5,39-59 min,Rs 241,Rs 330,Rs 264,High,Rapido Bike or Auto (cost effective),49-64 min,34-59 min,"Pendurthi, Near Police Station",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Visakha Gynaec Hospital Pendurthi in Pendurthi, Visakhapatnam. Distance approx 16.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
70,Gajuwaka,St Ann's Jubilee Memorial Hospital,Jagadamba,11.1,26-38 min,Rs 165,Rs 222,Rs 194,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"Jagadamba Junction, Near Old Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to St Ann's Jubilee Memorial Hospital in Jagadamba, Visakhapatnam. Distance approx 11.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
71,Gajuwaka,Andhra Mahila Sabha Hospital,Jagadamba,11.2,26-38 min,Rs 166,Rs 224,Rs 195,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"Jagadamba, Near Post Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Andhra Mahila Sabha Hospital in Jagadamba, Visakhapatnam. Distance approx 11.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
72,Gajuwaka,Dr Adams Hospital Gynaec Care,Asilmetta,10.5,25-37 min,Rs 157,Rs 210,Rs 186,Moderate to High,Rapido Bike or Auto (cost effective),35-50 min,20-37 min,"Asilmetta Junction, Near CBM",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Dr Adams Hospital Gynaec Care in Asilmetta, Visakhapatnam. Distance approx 10.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
73,Gajuwaka,Kims Cuddles Maternity Hospital,Seethammadhara,13.5,32-44 min,Rs 199,Rs 270,Rs 225,Moderate to High,Rapido Bike or Auto (cost effective),42-57 min,27-44 min,"Seethammadhara, Near Big Bazaar",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Kims Cuddles Maternity Hospital in Seethammadhara, Visakhapatnam. Distance approx 13.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
74,Gajuwaka,Apex Ions Hospital,Dwaraka Nagar,11.6,27-39 min,Rs 172,Rs 232,Rs 200,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Dwaraka Nagar, Near Visakha School",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Apex Ions Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 11.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
75,Gajuwaka,Sn Hospital,Gajuwaka,0.1,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Gajuwaka, Steel Plant Area",Rapido Bike (fastest in traffic),"Travel from Gajuwaka to Sn Hospital in Gajuwaka, Visakhapatnam. Distance approx 0.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
76,Gajuwaka,Chroma Eye Hospital,MVP Colony,14.0,33-45 min,Rs 206,Rs 280,Rs 232,Moderate to High,Rapido Bike or Auto (cost effective),43-58 min,28-45 min,"MVP Colony Sector 8, Near Park",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Chroma Eye Hospital in MVP Colony, Visakhapatnam. Distance approx 14.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
77,Gajuwaka,Dr Agarwals Eye Hospital,Siripuram,11.2,26-38 min,Rs 166,Rs 224,Rs 195,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"Siripuram, Opposite Income Tax Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Dr Agarwals Eye Hospital in Siripuram, Visakhapatnam. Distance approx 11.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
78,Gajuwaka,Hcg Cancer Hospital Bhimili Road,Bheemunipatnam,33.0,79-99 min,Rs 472,Rs 660,Rs 479,High,Rapido Bike or Auto (cost effective),89-104 min,74-99 min,"Bheemunipatnam Road, Near Tagurapuvalasa",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Hcg Cancer Hospital Bhimili Road in Bheemunipatnam, Visakhapatnam. Distance approx 33.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
79,Gajuwaka,Smartvision Eye Hospitals,Dwaraka Nagar,11.6,27-39 min,Rs 172,Rs 232,Rs 200,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Dwaraka Nagar, Near Visakha Steel",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Smartvision Eye Hospitals in Dwaraka Nagar, Visakhapatnam. Distance approx 11.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
80,Gajuwaka,Aayushman Hospital,Kommadi,19.1,45-65 min,Rs 277,Rs 382,Rs 298,High,Rapido Bike or Auto (cost effective),55-70 min,40-65 min,"Kommadi Road, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Aayushman Hospital in Kommadi, Visakhapatnam. Distance approx 19.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
81,Gajuwaka,BHEL Hospital,Scindia,5.1,12-20 min,Rs 81,Rs 102,Rs 116,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"BHEL Township, Scindia",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to BHEL Hospital in Scindia, Visakhapatnam. Distance approx 5.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
82,Gajuwaka,Goutami Hospital,Gajuwaka,0.1,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Gajuwaka, Near Balaji Theatre",Rapido Bike (fastest in traffic),"Travel from Gajuwaka to Goutami Hospital in Gajuwaka, Visakhapatnam. Distance approx 0.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
83,Gajuwaka,Padmasri Hospital,One Town,8.5,20-32 min,Rs 129,Rs 170,Rs 160,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"One Town, Near Jagadamba",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Padmasri Hospital in One Town, Visakhapatnam. Distance approx 8.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
84,Gajuwaka,Sai Geetha Hospital,Steel Plant Area,3.1,7-12 min,Rs 53,Rs 62,Rs 90,Low,Rapido Bike (good balance of speed and cost),17-32 min,5-12 min,"Steel Plant Colony, Near HPCL Gate",Rapido Bike (fastest in traffic),"Travel from Gajuwaka to Sai Geetha Hospital in Steel Plant Area, Visakhapatnam. Distance approx 3.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
85,Gajuwaka,Rama Nursing Home,Gopalapatnam,11.5,27-39 min,Rs 171,Rs 230,Rs 199,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gopalapatnam, Near Hindu Colony",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Rama Nursing Home in Gopalapatnam, Visakhapatnam. Distance approx 11.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
86,Gajuwaka,Waltair Multicare Hospital,Waltair,12.6,30-42 min,Rs 186,Rs 252,Rs 213,Moderate to High,Rapido Bike or Auto (cost effective),40-55 min,25-42 min,"Waltair, Near RBI Colony",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Waltair Multicare Hospital in Waltair, Visakhapatnam. Distance approx 12.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
87,Gajuwaka,Medicover Cancer Hospital,Waltair Main Road,12.7,30-42 min,Rs 187,Rs 254,Rs 215,Moderate to High,Rapido Bike or Auto (cost effective),40-55 min,25-42 min,"Waltair Main Road, Near Old Govt Hospital",Rapido Bike or Cab (quickest door-to-door),"Travel from Gajuwaka to Medicover Cancer Hospital in Waltair Main Road, Visakhapatnam. Distance approx 12.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
88,Kommadi,Medicover Hospitals Vizag,Waltair Main Road,7.0,16-24 min,Rs 108,Rs 140,Rs 141,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"Near Waltair Main Road, Opposite YMCA",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Medicover Hospitals Vizag in Waltair Main Road, Visakhapatnam. Distance approx 7.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
89,Kommadi,Apollo Hospitals Visakhapatnam,Waltair,7.6,18-26 min,Rs 116,Rs 152,Rs 148,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Waltair Uplands, Near Andhra University",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Apollo Hospitals Visakhapatnam in Waltair, Visakhapatnam. Distance approx 7.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
90,Kommadi,KIMS Hospitals Seethammadhara,Seethammadhara,5.8,13-21 min,Rs 91,Rs 116,Rs 125,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Near Seethammadhara Junction, Opp Aditya Park",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to KIMS Hospitals Seethammadhara in Seethammadhara, Visakhapatnam. Distance approx 5.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
91,Kommadi,Mahatma Gandhi Cancer Hospital,Maharani Peta,10.4,24-36 min,Rs 155,Rs 208,Rs 185,Moderate to High,Rapido Bike or Auto (cost effective),34-49 min,19-36 min,"Near RTC Complex, Maharani Peta",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Mahatma Gandhi Cancer Hospital in Maharani Peta, Visakhapatnam. Distance approx 10.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
92,Kommadi,King George Hospital,One Town,11.8,28-40 min,Rs 175,Rs 236,Rs 203,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Near Jagadamba Centre, One Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to King George Hospital in One Town, Visakhapatnam. Distance approx 11.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
93,Kommadi,MGM SevenHills Hospital,Rockdale Layout,6.1,14-22 min,Rs 95,Rs 122,Rs 129,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Near Rushikonda, Beach Road Side",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to MGM SevenHills Hospital in Rockdale Layout, Visakhapatnam. Distance approx 6.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
94,Kommadi,Queen's NRI Hospital,Seethammadhara,5.9,14-22 min,Rs 92,Rs 118,Rs 126,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Near Seethammadhara Jn, Opp Big Bazaar",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Queen's NRI Hospital in Seethammadhara, Visakhapatnam. Distance approx 5.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
95,Kommadi,Omni Hospitals Visakhapatnam,Waltair,7.7,18-26 min,Rs 117,Rs 154,Rs 150,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Waltair Main Road, Near Andhra University Gate",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Omni Hospitals Visakhapatnam in Waltair, Visakhapatnam. Distance approx 7.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
96,Kommadi,Sunrise Hospitals,NAD Junction,10.4,24-36 min,Rs 155,Rs 208,Rs 185,Moderate to High,Rapido Bike or Auto (cost effective),34-49 min,19-36 min,"NAD Junction, Near Steel Plant Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Sunrise Hospitals in NAD Junction, Visakhapatnam. Distance approx 10.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
97,Kommadi,CARE Hospitals Visakhapatnam,Arilova,8.4,20-32 min,Rs 127,Rs 168,Rs 159,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Arilova Main Road, Near Visakha Steel Plant",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to CARE Hospitals Visakhapatnam in Arilova, Visakhapatnam. Distance approx 8.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
98,Kommadi,Lotus Hospitals Women & Children,Siripuram,8.4,20-32 min,Rs 127,Rs 168,Rs 159,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Siripuram Junction, Near CBM Compound",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Lotus Hospitals Women & Children in Siripuram, Visakhapatnam. Distance approx 8.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
99,Kommadi,Giggles by Omni Hospitals,Siripuram,8.6,20-32 min,Rs 130,Rs 172,Rs 161,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,Near Siripuram Flyover,Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Giggles by Omni Hospitals in Siripuram, Visakhapatnam. Distance approx 8.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
100,Kommadi,Rise Hospital,Gajuwaka,19.0,45-65 min,Rs 276,Rs 380,Rs 297,High,Rapido Bike or Auto (cost effective),55-70 min,40-65 min,"Gajuwaka Junction, Near RTO Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Rise Hospital in Gajuwaka, Visakhapatnam. Distance approx 19.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
101,Kommadi,Tirumala Vijaya Hospital,MVP Colony,5.2,12-20 min,Rs 82,Rs 104,Rs 117,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"MVP Colony Sector 7, Near Big Bazaar MVP",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Tirumala Vijaya Hospital in MVP Colony, Visakhapatnam. Distance approx 5.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
102,Kommadi,Vedanta Women & Children Hospital,Dwaraka Nagar,7.5,18-26 min,Rs 115,Rs 150,Rs 147,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Dwaraka Nagar 5th Division, Near CB Rao School",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Vedanta Women & Children Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 7.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
103,Kommadi,Maxivision Eye Hospitals,Siripuram,8.3,19-27 min,Rs 126,Rs 166,Rs 157,Moderate,Rapido Bike or Auto (cost effective),29-44 min,14-27 min,"Siripuram, Near Andhra Bank Main Branch",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Maxivision Eye Hospitals in Siripuram, Visakhapatnam. Distance approx 8.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
104,Kommadi,Sankar Foundation Eye Hospital,Peda Waltair,6.7,16-24 min,Rs 103,Rs 134,Rs 137,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"Peda Waltair, Near Andhra University",Rapido Bike or Cab (quickest door-to-door),"Travel from Kommadi to Sankar Foundation Eye Hospital in Peda Waltair, Visakhapatnam. Distance approx 6.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
105,Kommadi,Motherly Women & Children Hospital,Kommadi,0.1,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Kommadi Road, Near Madhurawada",Rapido Bike (fastest in traffic),"Travel from Kommadi to Motherly Women & Children Hospital in Kommadi, Visakhapatnam. Distance approx 0.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
106,Kommadi,Satyadev Multispeciality Hospital,Madhurawada,1.0,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Madhurawada Main Road, Near Kommadi Junction",Rapido Bike (fastest in traffic),"Travel from Kommadi to Satyadev Multispeciality Hospital in Madhurawada, Visakhapatnam. Distance approx 1.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
107,Kommadi,Shiva Shakthi Hospital Madhurawada,Madhurawada,0.4,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Madhurawada, Near Infosys Campus",Rapido Bike (fastest in traffic),"Travel from Kommadi to Shiva Shakthi Hospital Madhurawada in Madhurawada, Visakhapatnam. Distance approx 0.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
