route_id,source_area,cafe_name,cafe_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
RTE00078,Kurmannapalem,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Kurmannapalem, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00079,Auto Nagar,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Auto Nagar, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00080,Steel Plant,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00081,Scindia,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Scindia, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00082,One Town,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"One Town, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00083,Poorna Market,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00084,RK Beach,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300/300D/52D,City Ordinary,"RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE00085,Rushikonda,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,217/218/500,City Ordinary,"Rushikonda, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00086,Lawson's Bay,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300/300D/52D,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE00087,Hanumanthuwaka,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Hanumanthuwaka, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00088,Arilova,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,52V/500/55,City Ordinary,"Arilova, NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE00089,Beach Road,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300/300D/52D,City Ordinary,"Beach Road, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE00090,Kailasagiri,Coffee Beans Cafe,Dwaraka Nagar,Dwaraka Nagar Bus Stop,217/218/500,City Ordinary,"Kailasagiri, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00091,Gajuwaka,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Jagadamba Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00092,Kommadi,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,99/99E/217/300,City Ordinary/Express,"Kommadi, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00093,Madhurawada,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00094,PM Palem,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,52/52V/52C/500,City Ordinary,"PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE00095,MVP Colony,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300D/52D/400,City Ordinary,"Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00096,Siripuram,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00097,Dwaraka Nagar,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300D/52D/400,City Ordinary,"Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00098,Maddilapalem,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300D/52D/400,City Ordinary,"Maddilapalem, Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00099,NAD Junction,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,52/52V/52C/500,City Ordinary,"NAD Junction, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE00100,Seethammadhara,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300D/52D/400,City Ordinary,"Seethammadhara, Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00101,Jagadamba,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300C/301,City Ordinary,Local stops within Jagadamba,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from Jagadamba to Jagadamba Bus Stop. Short route within same area.
RTE00102,Asilmetta,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00103,Railway Station,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300C/301/28,City Ordinary,"Railway Station, RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00104,RTC Complex,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00105,Airport,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,38A/500A/Airport Special,Semi-Deluxe/PSCV,"Airport, Kommadi, PM Palem, NAD Jn, RTC Complex, Jagadamba",22,50-60 mins,â‚¹35,5:00 AM,9:30 PM,30,0.4,Yes,APSRTC airport express service from Vizag Airport to city center via NAD Junction.
RTE00106,Pendurthi,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,99/99E/217/300,City Ordinary/Express,"Pendurthi, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00107,Gopalapatnam,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,99/99E/217/300,City Ordinary/Express,"Gopalapatnam, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00108,Kurmannapalem,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Kurmannapalem, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Jagadamba Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00109,Auto Nagar,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Auto Nagar, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Jagadamba Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00110,Steel Plant,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Jagadamba Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00111,Scindia,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Scindia, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Jagadamba Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00112,One Town,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300C/301/28,City Ordinary,"One Town, RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00113,Poorna Market,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/300C/301/28,City Ordinary,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00114,RK Beach,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/999/28B,City Ordinary,"RK Beach, Siripuram, Jagadamba, RTC Complex",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE00115,Rushikonda,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00116,Lawson's Bay,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/999/28B,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Jagadamba, RTC Complex",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE00117,Hanumanthuwaka,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Hanumanthuwaka, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Jagadamba Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00118,Arilova,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,52/52V/52C/500,City Ordinary,"Arilova, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE00119,Beach Road,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,300/999/28B,City Ordinary,"Beach Road, RK Beach, Siripuram, Jagadamba, RTC Complex",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE00120,Kailasagiri,Cafooze restro cafe,Jagadamba,Jagadamba Bus Stop,99/99E/217/300,City Ordinary/Express,"Kailasagiri, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00121,Gajuwaka,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00122,Kommadi,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,217/218/500,City Ordinary,"Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00123,Madhurawada,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,217/218/500,City Ordinary,"Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00124,PM Palem,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,52V/500/55,City Ordinary,"NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE00125,MVP Colony,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300C/52D/500,City Ordinary,"Dwaraka Nagar, Seethammadhara, MVP Colony, Maddilapalem",3,12-18 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local bus within north Vizag residential zones.
RTE00126,Siripuram,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00127,Dwaraka Nagar,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300C/301,City Ordinary,Local stops within Dwaraka Nagar,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from Dwaraka Nagar to Dwaraka Nagar 5th Lane Bus Stop. Short route within same area.
RTE00128,Maddilapalem,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300C/52D/500,City Ordinary,"Dwaraka Nagar, Seethammadhara, MVP Colony, Maddilapalem",3,12-18 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local bus within north Vizag residential zones.
RTE00129,NAD Junction,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,52V/500/55,City Ordinary,"NAD Junction, NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE00130,Seethammadhara,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300C/52D/500,City Ordinary,"Dwaraka Nagar, Seethammadhara, MVP Colony, Maddilapalem",3,12-18 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local bus within north Vizag residential zones.
RTE00131,Jagadamba,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00132,Asilmetta,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Asilmetta, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00133,Railway Station,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Railway Station, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00134,RTC Complex,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00135,Airport,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,500A/217,City Ordinary/Semi-Deluxe,"Airport, Kommadi, Beach Road, MVP Colony, Dwaraka Nagar",24,55-65 mins,â‚¹35,5:30 AM,9:00 PM,30,0.4,Yes,Airport bus to northern residential areas via coastal road.
RTE00136,Pendurthi,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,217/218/500,City Ordinary,"Pendurthi, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00137,Gopalapatnam,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,217/218/500,City Ordinary,"Gopalapatnam, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00138,Kurmannapalem,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Kurmannapalem, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00139,Auto Nagar,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Auto Nagar, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00140,Steel Plant,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00141,Scindia,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Scindia, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE00142,One Town,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"One Town, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00143,Poorna Market,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE00144,RK Beach,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/300D/52D,City Ordinary,"RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE00145,Rushikonda,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,217/218/500,City Ordinary,"Rushikonda, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE00146,Lawson's Bay,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,300/300D/52D,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE00147,Hanumanthuwaka,Starbucks,Dwaraka Nagar,Dwaraka Nagar 5th Lane Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Hanumanthuwaka, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
